iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,base
0,98,8.92857e+61,4.09159e+62,2.46106e+07,1.875e+63,,,,,5.3362e+07,,,,,,,,,,4.347e+07,,4.7534e+08,,,,1.18336e+08,,1.1918e+08,,,,,3.17163e+08,,,,,,,,,,,2.46106e+07,3.70107e+09,,,,1.69828e+08,,,1.81261e+08,,,1.43805e+08,,,,,,,,,,,,,9.89263e+07,4.48013e+08,,1.76678e+08,,,,,,,,,1.65355e+08,9.68136e+07,,,,,,1.46755e+08,,,,,,,,,,,,,,2.04417e+08,1.91619e+08,1.59367e+08,,1.875e+63
