name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
HDS_USECOL:P-E3-S6_1_TIME:59443201.0,682.151,0.529282,681.039,683.556,682.681,681.622,752.819,40.6675,684.26,892.84,793.487,712.152,0.704108
HDS_USECOL:P-E3-S6_1_TIME:59529601.0,682.266,0.495919,681.029,683.551,682.762,681.77,752.816,40.665,684.26,892.82,793.481,712.151,0.708636
HDS_USECOL:P-E3-S6_1_TIME:59616001.0,682.242,0.518623,681.011,683.257,682.761,681.724,752.813,40.6629,684.26,892.81,793.476,712.15,1.00324
HDS_USECOL:P-E3-S6_1_TIME:59702401.0,682.279,0.477868,680.989,683.718,682.756,681.801,752.809,40.6602,684.26,892.8,793.47,712.149,0.541524
HDS_USECOL:P-E3-S6_1_TIME:59788801.0,682.113,0.527832,681.018,683.553,682.641,681.585,752.806,40.6581,684.26,892.79,793.464,712.148,0.706781
HDS_USECOL:P-E3-S6_1_TIME:59875201.0,682.278,0.440523,681.316,683.61,682.719,681.838,752.802,40.6563,684.26,892.77,793.458,712.146,0.650376
HDS_USECOL:P-E3-S6_1_TIME:59961601.0,682.12,0.427909,681.129,683.383,682.548,681.692,752.799,40.6541,684.25,892.76,793.453,712.145,0.867086
HDS_USECOL:P-E3-S6_1_TIME:60048001.0,682.11,0.527753,680.608,683.64,682.638,681.582,752.795,40.6519,684.25,892.75,793.447,712.143,0.610144
HDS_USECOL:P-E3-S6_1_TIME:60134401.0,682.219,0.46944,681.247,683.495,682.689,681.75,752.792,40.65,684.25,892.73,793.442,712.142,0.755328
HDS_USECOL:P-E3-S6_1_TIME:60220801.0,682.137,0.427509,681.169,683.267,682.564,681.709,752.788,40.6476,684.25,892.72,793.436,712.14,0.983175
HDS_USECOL:P-E3-S6_1_TIME:60307201.0,682.113,0.530835,681.13,683.317,682.644,681.582,752.785,40.6453,684.25,892.71,793.43,712.14,0.932903
HDS_USECOL:P-E3-S6_1_TIME:60393601.0,682.175,0.467842,680.93,683.449,682.643,681.708,752.781,40.6431,684.25,892.7,793.424,712.138,0.800875
HDS_USECOL:P-E3-S6_1_TIME:60480001.0,682.173,0.4677,681.164,683.298,682.64,681.705,752.777,40.6411,684.25,892.68,793.418,712.136,0.951808
HDS_USECOL:P-E3-S6_1_TIME:60566401.0,682.145,0.497017,681.107,683.332,682.642,681.648,752.774,40.6382,684.25,892.67,793.412,712.136,0.917909
HDS_USECOL:P-E3-S6_1_TIME:60652801.0,682.01,0.495395,680.879,683.083,682.505,681.515,752.771,40.6359,684.25,892.66,793.407,712.135,1.16731
HDS_USECOL:P-E3-S6_1_TIME:60739201.0,681.945,0.530279,680.365,683.207,682.475,681.414,752.767,40.634,684.25,892.65,793.401,712.133,1.04344
HDS_USECOL:P-E3-S6_1_TIME:60825601.0,681.942,0.452513,680.519,683.135,682.395,681.49,752.764,40.6321,684.25,892.63,793.396,712.132,1.11484
HDS_USECOL:P-E3-S6_1_TIME:60912001.0,681.956,0.51746,680.816,683.167,682.473,681.438,752.76,40.6298,684.25,892.62,793.39,712.13,1.08344
HDS_USECOL:P-E3-S6_1_TIME:60998401.0,681.994,0.515951,680.789,683.048,682.51,681.478,752.757,40.6274,684.25,892.61,793.384,712.129,1.20174
HDS_USECOL:P-E3-S6_1_TIME:61084801.0,681.962,0.489162,680.716,683.144,682.451,681.472,752.753,40.6253,684.25,892.6,793.378,712.128,1.10629
HDS_USECOL:P-E3-S6_1_TIME:61171201.0,682.037,0.434347,681.177,683.107,682.472,681.603,752.749,40.6232,684.24,892.58,793.373,712.126,1.13318
HDS_USECOL:P-E3-S6_1_TIME:61257601.0,682.116,0.510358,680.781,683.566,682.626,681.606,752.745,40.6209,684.24,892.57,793.366,712.125,0.673528
HDS_USECOL:P-E3-S6_1_TIME:61344001.0,682.055,0.540786,680.549,683.414,682.596,681.515,752.743,40.6186,684.24,892.56,793.361,712.124,0.825988
HDS_USECOL:P-E3-S6_1_TIME:61430401.0,681.985,0.524111,680.837,683.062,682.509,681.46,752.74,40.616,684.24,892.54,793.356,712.124,1.17849
HDS_USECOL:P-E3-S6_1_TIME:61516801.0,682.117,0.516201,680.616,683.332,682.633,681.601,752.735,40.6135,684.24,892.53,793.349,712.122,0.908332
HDS_USECOL:P-E3-S6_1_TIME:61603201.0,682.04,0.499089,680.791,683.207,682.539,681.541,752.732,40.6118,684.24,892.52,793.343,712.12,1.03317
HDS_USECOL:P-E3-S6_1_TIME:61689601.0,682.063,0.453515,680.96,683.121,682.516,681.609,752.728,40.6101,684.24,892.51,793.338,712.118,1.11852
HDS_USECOL:P-E3-S6_1_TIME:61776001.0,681.945,0.472175,680.709,683.334,682.418,681.473,752.725,40.6073,684.24,892.49,793.332,712.118,0.906284
HDS_USECOL:P-E3-S6_1_TIME:61862401.0,681.966,0.484412,681.103,683.179,682.45,681.481,752.721,40.6047,684.24,892.48,793.325,712.116,1.0607
HDS_USECOL:P-E3-S6_1_TIME:61948801.0,682.039,0.482883,680.714,683.405,682.522,681.556,752.718,40.6024,684.24,892.47,793.32,712.115,0.834863
HDS_USECOL:P-E3-S6_1_TIME:62035201.0,681.973,0.434712,680.647,683.045,682.408,681.538,752.714,40.601,684.24,892.46,793.315,712.113,1.19488
HDS_USECOL:P-E3-S6_1_TIME:62121601.0,682.011,0.521022,680.428,683,682.532,681.49,752.711,40.5981,684.24,892.44,793.309,712.113,1.23968
HDS_USECOL:P-E3-S6_1_TIME:62208001.0,681.935,0.519168,680.421,683.034,682.455,681.416,752.707,40.5958,684.24,892.43,793.302,712.111,1.20576
HDS_USECOL:P-E3-S6_1_TIME:62294401.0,681.979,0.486416,681.037,683.111,682.465,681.492,752.703,40.5938,684.24,892.42,793.297,712.11,1.12887
HDS_USECOL:P-E3-S6_1_TIME:62380801.0,681.914,0.430909,680.918,682.938,682.345,681.484,752.7,40.5913,684.24,892.4,793.291,712.109,1.30189
HDS_USECOL:P-E3-S6_1_TIME:62467201.0,681.756,0.516725,680.513,683.368,682.273,681.239,752.696,40.5894,684.23,892.39,793.286,712.107,0.862367
HDS_USECOL:P-E3-S6_1_TIME:62553601.0,681.486,0.481071,680.253,682.679,681.967,681.005,752.693,40.5877,684.23,892.38,793.281,712.105,1.55135
HDS_USECOL:P-E3-S6_1_TIME:62640001.0,681.518,0.472222,680,682.721,681.99,681.046,752.689,40.585,684.23,892.37,793.274,712.104,1.50925
HDS_USECOL:P-E3-S6_1_TIME:62726401.0,681.508,0.501234,680.088,683.113,682.009,681.007,752.686,40.5823,684.23,892.35,793.268,712.103,1.11729
HDS_USECOL:P-E3-S6_1_TIME:62812801.0,681.554,0.463731,680.11,683.011,682.018,681.09,752.682,40.5799,684.23,892.34,793.262,712.102,1.21924
HDS_USECOL:P-E3-S6_1_TIME:62899201.0,681.677,0.482296,680.422,682.706,682.16,681.195,752.678,40.578,684.23,892.33,793.256,712.1,1.52367
HDS_USECOL:P-E3-S6_1_TIME:62985601.0,681.723,0.475979,680.37,683.019,682.199,681.247,752.675,40.5753,684.23,892.31,793.25,712.1,1.21128
HDS_USECOL:P-E3-S6_1_TIME:63072001.0,681.667,0.486972,680.672,682.784,682.154,681.18,752.671,40.5731,684.23,892.3,793.245,712.098,1.44637
HDS_USECOL:P-E3-S6_1_TIME:63158401.0,681.712,0.469417,680.218,682.781,682.182,681.243,752.668,40.5709,684.23,892.29,793.238,712.097,1.44866
HDS_USECOL:P-E3-S6_1_TIME:63244801.0,681.728,0.460287,680.713,682.848,682.188,681.268,752.664,40.569,684.23,892.28,793.233,712.096,1.38214
HDS_USECOL:P-E3-S6_1_TIME:63331201.0,681.702,0.467609,680.586,682.837,682.17,681.235,752.661,40.5663,684.23,892.26,793.227,712.094,1.39347
HDS_USECOL:P-E3-S6_1_TIME:63417601.0,681.796,0.505192,680.505,682.97,682.301,681.291,752.657,40.5639,684.23,892.25,793.221,712.093,1.26027
HDS_USECOL:P-E3-S6_1_TIME:63504001.0,681.795,0.516964,680.499,683.061,682.312,681.278,752.654,40.5617,684.23,892.24,793.216,712.093,1.16892
HDS_USECOL:P-E3-S6_1_TIME:63590401.0,681.828,0.574276,680.281,683.118,682.402,681.253,752.65,40.5603,684.23,892.22,793.21,712.09,1.112
HDS_USECOL:P-E3-S6_1_TIME:63676801.0,681.8,0.474466,680.445,683.003,682.274,681.325,752.647,40.5572,684.22,892.21,793.204,712.089,1.21726
HDS_USECOL:P-E3-S6_1_TIME:63763201.0,681.745,0.446835,680.282,682.608,682.192,681.298,752.643,40.5553,684.22,892.2,793.198,712.087,1.61235
HDS_USECOL:P-E3-S6_1_TIME:63849601.0,681.813,0.456458,680.704,682.91,682.27,681.357,752.639,40.5529,684.22,892.19,793.192,712.086,1.31
HDS_USECOL:P-E3-S6_1_TIME:63936001.0,681.749,0.501228,680.3,683.039,682.25,681.247,752.636,40.5505,684.22,892.17,793.187,712.086,1.18054
HDS_USECOL:P-E3-S6_1_TIME:64022401.0,681.824,0.498407,680.535,682.904,682.322,681.325,752.633,40.5482,684.22,892.16,793.181,712.084,1.3159
HDS_USECOL:P-E3-S6_1_TIME:64108801.0,681.658,0.464859,680.655,682.801,682.122,681.193,752.629,40.5461,684.22,892.15,793.175,712.083,1.41883
HDS_USECOL:P-E3-S6_1_TIME:64195201.0,681.782,0.474871,680.595,682.918,682.257,681.308,752.624,40.5437,684.22,892.13,793.168,712.081,1.302
HDS_USECOL:P-E3-S6_1_TIME:64281601.0,681.797,0.483083,680.622,682.906,682.28,681.314,752.621,40.5413,684.22,892.12,793.163,712.08,1.31352
HDS_USECOL:P-E3-S6_1_TIME:64368001.0,681.796,0.45563,680.713,682.898,682.252,681.34,752.618,40.5395,684.22,892.11,793.157,712.078,1.32181
HDS_USECOL:P-E3-S6_1_TIME:64454401.0,681.814,0.554589,680.53,683.027,682.368,681.259,752.615,40.5376,684.22,892.1,793.153,712.077,1.19326
HDS_USECOL:P-E3-S6_1_TIME:64540801.0,681.827,0.505289,680.781,683.151,682.332,681.322,752.611,40.535,684.22,892.08,793.146,712.076,1.06934
HDS_USECOL:P-E3-S6_1_TIME:64627201.0,681.894,0.465907,680.35,682.919,682.36,681.429,752.607,40.5324,684.22,892.07,793.139,712.075,1.30109
HDS_USECOL:P-E3-S6_1_TIME:64713601.0,681.859,0.467279,680.632,682.719,682.326,681.391,752.603,40.53,684.22,892.06,793.133,712.073,1.50103
HDS_USECOL:P-E3-S6_1_TIME:64800001.0,681.825,0.550108,680.187,683.231,682.375,681.275,752.6,40.5274,684.22,892.04,793.127,712.072,0.988847
HDS_USECOL:P-E3-S6_1_TIME:64886401.0,681.821,0.474729,680.805,683.05,682.296,681.346,752.596,40.5254,684.22,892.03,793.122,712.071,1.1704
HDS_USECOL:P-E3-S6_1_TIME:64972801.0,681.932,0.512662,680.389,682.958,682.445,681.42,752.593,40.5236,684.21,892.02,793.116,712.069,1.25171
HDS_USECOL:P-E3-S6_1_TIME:65059201.0,681.838,0.50262,680.196,682.971,682.34,681.335,752.589,40.5206,684.21,892,793.109,712.068,1.23935
HDS_USECOL:P-E3-S6_1_TIME:65145601.0,681.866,0.521374,680.203,683.291,682.387,681.345,752.586,40.5182,684.21,891.99,793.104,712.068,0.919295
HDS_USECOL:P-E3-S6_1_TIME:65232001.0,681.867,0.460187,680.709,683.031,682.327,681.407,752.583,40.5164,684.21,891.98,793.099,712.066,1.17929
HDS_USECOL:P-E3-S6_1_TIME:65318401.0,681.797,0.477645,680.279,683.006,682.275,681.319,752.579,40.5136,684.21,891.97,793.092,712.065,1.20363
HDS_USECOL:P-E3-S6_1_TIME:65404801.0,681.951,0.488769,680.686,683.17,682.439,681.462,752.575,40.5111,684.21,891.95,793.086,712.064,1.04017
HDS_USECOL:P-E3-S6_1_TIME:65491201.0,681.832,0.465042,680.571,683.039,682.297,681.367,752.572,40.5092,684.21,891.94,793.081,712.063,1.17147
HDS_USECOL:P-E3-S6_1_TIME:65577601.0,682.032,0.369439,681.312,683.188,682.402,681.663,752.568,40.5068,684.21,891.93,793.074,712.061,1.02205
HDS_USECOL:P-E3-S6_1_TIME:65664001.0,681.917,0.401116,680.659,682.782,682.318,681.516,752.564,40.504,684.21,891.91,793.068,712.06,1.42801
HDS_USECOL:P-E3-S6_1_TIME:65750401.0,681.92,0.481404,680.442,683.178,682.402,681.439,752.561,40.5023,684.21,891.9,793.063,712.059,1.03218
HDS_USECOL:P-E3-S6_1_TIME:65836801.0,681.887,0.54463,680.3,683.353,682.431,681.342,752.558,40.5,684.21,891.89,793.058,712.058,0.857386
HDS_USECOL:P-E3-S6_1_TIME:65923201.0,681.963,0.460356,680.944,683.007,682.423,681.503,752.553,40.4972,684.21,891.87,793.05,712.056,1.20335
HDS_USECOL:P-E3-S6_1_TIME:66009601.0,681.932,0.435994,681.054,682.847,682.368,681.496,752.55,40.495,684.21,891.86,793.045,712.055,1.36311
HDS_USECOL:P-E3-S6_1_TIME:66096001.0,682.003,0.49974,680.433,683.112,682.503,681.504,752.546,40.4931,684.21,891.85,793.04,712.053,1.09835
HDS_USECOL:P-E3-S6_1_TIME:66182401.0,682.005,0.510259,680.879,683.414,682.515,681.495,752.543,40.4907,684.21,891.84,793.033,712.052,0.795512
HDS_USECOL:P-E3-S6_1_TIME:66268801.0,681.985,0.456832,680.993,683.099,682.441,681.528,752.539,40.4885,684.2,891.82,793.027,712.05,1.10125
HDS_USECOL:P-E3-S6_1_TIME:66355201.0,682.056,0.447156,681.179,683.152,682.503,681.608,752.535,40.4871,684.2,891.81,793.022,712.048,1.04808
HDS_USECOL:P-E3-S6_1_TIME:66441601.0,681.968,0.450098,680.327,682.911,682.418,681.518,752.532,40.4847,684.2,891.8,793.017,712.047,1.28911
HDS_USECOL:P-E3-S6_1_TIME:66528001.0,681.939,0.519476,680.855,683.195,682.458,681.419,752.528,40.4815,684.2,891.78,793.009,712.046,1.00488
HDS_USECOL:P-E3-S6_1_TIME:66614401.0,681.929,0.478975,680.851,683.192,682.408,681.45,752.524,40.4795,684.2,891.77,793.004,712.045,1.0078
HDS_USECOL:P-E3-S6_1_TIME:66700801.0,681.959,0.489378,680.916,683.313,682.449,681.47,752.521,40.4772,684.2,891.76,792.998,712.044,0.886571
HDS_USECOL:P-E3-S6_1_TIME:66787201.0,681.935,0.488431,680.9,683.393,682.423,681.446,752.517,40.4741,684.2,891.74,792.991,712.043,0.807278
HDS_USECOL:P-E3-S6_1_TIME:66873601.0,681.893,0.512271,680.889,683.206,682.405,681.38,752.514,40.4716,684.2,891.73,792.985,712.042,0.993611
HDS_USECOL:P-E3-S6_1_TIME:66960001.0,681.961,0.448925,680.8,683.036,682.41,681.512,752.51,40.4697,684.2,891.72,792.98,712.04,1.16384
HDS_USECOL:P-E3-S6_1_TIME:67046401.0,681.961,0.469684,680.819,683.004,682.431,681.491,752.507,40.4681,684.2,891.71,792.975,712.039,1.19583
HDS_USECOL:P-E3-S6_1_TIME:67132801.0,681.934,0.438109,680.787,683.297,682.373,681.496,752.503,40.4652,684.2,891.69,792.968,712.038,0.902702
HDS_USECOL:P-E3-S6_1_TIME:67219201.0,681.91,0.454673,680.599,682.98,682.365,681.455,752.499,40.4627,684.2,891.68,792.962,712.037,1.21975
HDS_USECOL:P-E3-S6_1_TIME:67305601.0,682.004,0.556736,680.716,683.387,682.561,681.447,752.496,40.4607,684.2,891.67,792.957,712.035,0.812859
HDS_USECOL:P-E3-S6_1_TIME:67392001.0,681.883,0.524928,680.6,683.151,682.408,681.358,752.492,40.4578,684.2,891.65,792.95,712.035,1.04899
HDS_USECOL:P-E3-S6_1_TIME:67478401.0,681.886,0.486819,680.709,683.015,682.373,681.399,752.488,40.4558,684.19,891.64,792.944,712.033,1.17466
HDS_USECOL:P-E3-S6_1_TIME:67564801.0,682.004,0.458807,680.948,683.187,682.463,681.546,752.485,40.4533,684.19,891.63,792.938,712.032,1.00334
HDS_USECOL:P-E3-S6_1_TIME:67651201.0,681.879,0.478565,680.737,683.128,682.358,681.401,752.481,40.4511,684.19,891.61,792.932,712.03,1.06199
HDS_USECOL:P-E3-S6_1_TIME:67737601.0,681.874,0.459227,680.762,683.053,682.333,681.414,752.478,40.449,684.19,891.6,792.927,712.029,1.13747
HDS_USECOL:P-E3-S6_1_TIME:67824001.0,681.927,0.457287,680.884,682.942,682.385,681.47,752.474,40.4467,684.19,891.59,792.92,712.027,1.24836
HDS_USECOL:P-E3-S6_1_TIME:67910401.0,681.882,0.474447,680.968,683.228,682.357,681.408,752.469,40.4441,684.19,891.57,792.914,712.025,0.961723
HDS_USECOL:P-E3-S6_1_TIME:67996801.0,682,0.399979,680.67,683.05,682.4,681.6,752.467,40.4418,684.19,891.56,792.909,712.025,1.13994
HDS_USECOL:P-E3-S6_1_TIME:68083201.0,681.927,0.421116,680.63,682.731,682.348,681.506,752.463,40.4398,684.19,891.55,792.903,712.023,1.45917
HDS_USECOL:P-E3-S6_1_TIME:68169601.0,681.976,0.425098,680.718,682.986,682.401,681.551,752.459,40.4371,684.19,891.53,792.896,712.022,1.20436
HDS_USECOL:P-E3-S6_1_TIME:68256001.0,681.959,0.496027,680.602,683.165,682.455,681.463,752.456,40.4345,684.19,891.52,792.891,712.022,1.02501
HDS_USECOL:P-E3-S6_1_TIME:68342401.0,681.961,0.498998,680.853,683.063,682.46,681.462,752.452,40.4324,684.19,891.51,792.884,712.02,1.12726
HDS_USECOL:P-E3-S6_1_TIME:68428801.0,681.924,0.554874,680.221,683.449,682.479,681.37,752.448,40.4303,684.19,891.5,792.878,712.018,0.740842
HDS_USECOL:P-E3-S6_1_TIME:68515201.0,681.889,0.49412,680.569,683.272,682.384,681.395,752.444,40.4274,684.19,891.48,792.872,712.017,0.917933
HDS_USECOL:P-E3-S6_1_TIME:68601601.0,681.982,0.524298,680.702,683.428,682.506,681.457,752.441,40.4254,684.19,891.47,792.866,712.016,0.762498
HDS_USECOL:P-E3-S6_1_TIME:68688001.0,681.893,0.520591,680.345,682.994,682.414,681.372,752.438,40.423,684.19,891.46,792.861,712.015,1.19613
HDS_USECOL:P-E3-S6_1_TIME:68774401.0,682.004,0.53087,680.807,683.595,682.535,681.473,752.434,40.4203,684.18,891.44,792.854,712.013,0.584831
HDS_USECOL:P-E3-S6_1_TIME:68860801.0,681.932,0.580442,680.567,683.217,682.512,681.351,752.43,40.4179,684.18,891.43,792.848,712.012,0.963391
HDS_USECOL:P-E3-S6_1_TIME:68947201.0,681.933,0.494883,680.698,683.397,682.428,681.438,752.426,40.4163,684.18,891.42,792.843,712.01,0.783021
HDS_USECOL:P-E3-S6_1_TIME:69033601.0,681.827,0.45833,680.222,682.826,682.285,681.368,752.423,40.4134,684.18,891.4,792.837,712.01,1.35398
HDS_USECOL:P-E3-S6_1_TIME:69120001.0,681.852,0.505499,680.611,683.338,682.358,681.347,752.419,40.4119,684.18,891.39,792.831,712.007,0.841888
HDS_USECOL:P-E3-S6_1_TIME:69206401.0,681.894,0.388155,680.931,682.911,682.283,681.506,752.416,40.4095,684.18,891.38,792.825,712.006,1.26889
HDS_USECOL:P-E3-S6_1_TIME:69292801.0,681.84,0.422861,680.217,682.733,682.263,681.418,752.412,40.4066,684.18,891.36,792.819,712.006,1.44746
HDS_USECOL:P-E3-S6_1_TIME:69379201.0,681.962,0.539906,680.733,683.984,682.502,681.422,752.408,40.4045,684.18,891.35,792.813,712.004,0.196416
HDS_USECOL:P-E3-S6_1_TIME:69465601.0,681.949,0.56392,680.546,683.336,682.513,681.385,752.405,40.402,684.18,891.34,792.807,712.003,0.844136
HDS_USECOL:P-E3-S6_1_TIME:69552001.0,681.873,0.457766,681.113,683.085,682.331,681.415,752.401,40.3995,684.18,891.32,792.801,712.002,1.09473
HDS_USECOL:P-E3-S6_1_TIME:69638401.0,681.902,0.490928,680.645,683.271,682.393,681.411,752.398,40.3974,684.18,891.31,792.795,712,0.909345
HDS_USECOL:P-VR-S_3_TIME:14774401.0,743.02,0.262965,742.479,743.727,743.283,742.757,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.0685
HDS_USECOL:P-VR-S_3_TIME:14860801.0,743.06,0.249492,742.438,743.583,743.309,742.81,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.02823
HDS_USECOL:P-VR-S_3_TIME:14947201.0,743.104,0.220264,742.342,743.545,743.325,742.884,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.93169
HDS_USECOL:P-VR-S_3_TIME:15033601.0,743.07,0.290342,742.138,743.818,743.36,742.779,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.72816
HDS_USECOL:P-VR-S_3_TIME:15120001.0,743.099,0.239714,742.411,743.714,743.339,742.859,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.00129
HDS_USECOL:P-VR-S_3_TIME:15206401.0,743.086,0.249833,742.461,743.774,743.336,742.836,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.05126
HDS_USECOL:P-VR-S_3_TIME:15292801.0,743.093,0.269021,742.462,743.802,743.362,742.824,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.05236
HDS_USECOL:P-VR-S_3_TIME:15379201.0,743.07,0.267455,742.332,743.604,743.338,742.803,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.92195
HDS_USECOL:P-VR-S_3_TIME:15465601.0,743.048,0.238686,742.506,743.622,743.287,742.81,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.09587
HDS_USECOL:P-VR-S_3_TIME:15552001.0,743.04,0.220812,742.386,743.597,743.261,742.819,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.97555
HDS_USECOL:P-VR-S_3_TIME:15638401.0,743.02,0.268952,742.077,743.633,743.289,742.751,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.66723
HDS_USECOL:P-VR-S_3_TIME:15724801.0,743.005,0.246615,742.484,743.667,743.252,742.759,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.07355
HDS_USECOL:P-VR-S_3_TIME:15811201.0,743.022,0.25903,742.238,743.57,743.281,742.762,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.82768
HDS_USECOL:P-VR-S_3_TIME:15897601.0,742.97,0.248095,742.405,743.487,743.218,742.722,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.99514
HDS_USECOL:P-VR-S_3_TIME:15984001.0,743.038,0.254267,742.384,743.6,743.292,742.784,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.97431
HDS_USECOL:P-VR-S_3_TIME:16070401.0,743.026,0.268038,742.414,743.664,743.295,742.758,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.00364
HDS_USECOL:P-VR-S_3_TIME:16156801.0,742.988,0.253237,742.441,743.685,743.241,742.735,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.0311
HDS_USECOL:P-VR-S_3_TIME:16243201.0,743.014,0.254953,742.26,743.735,743.269,742.76,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.85047
HDS_USECOL:P-VR-S_3_TIME:16329601.0,743.027,0.260836,742.378,743.59,743.288,742.766,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.96835
HDS_USECOL:P-VR-S_3_TIME:16416001.0,743,0.258788,742.431,743.638,743.259,742.741,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.02111
HDS_USECOL:P-VR-S_3_TIME:16502401.0,743.075,0.237869,742.53,743.699,743.312,742.837,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.11959
HDS_USECOL:P-VR-S_3_TIME:16588801.0,743.097,0.220008,742.455,743.688,743.317,742.877,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.04458
HDS_USECOL:P-VR-S_3_TIME:16675201.0,743.012,0.26753,742.333,743.65,743.28,742.745,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.92342
HDS_USECOL:P-VR-S_3_TIME:16761601.0,742.986,0.27416,742.382,743.693,743.26,742.712,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.97235
HDS_USECOL:P-VR-S_3_TIME:16848001.0,743.057,0.238294,742.452,743.559,743.295,742.818,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.04175
HDS_USECOL:P-VR-S_3_TIME:16934401.0,743.025,0.252733,742.249,743.678,743.278,742.772,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.83893
HDS_USECOL:P-VR-S_3_TIME:17020801.0,743.011,0.227997,742.565,743.659,743.239,742.783,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.15487
HDS_USECOL:P-VR-S_3_TIME:17107201.0,743.001,0.271873,742.428,743.595,743.273,742.729,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.01805
HDS_USECOL:P-VR-S_3_TIME:17193601.0,743.032,0.243214,742.425,743.656,743.275,742.789,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.01533
HDS_USECOL:P-VR-S_3_TIME:17280001.0,743.052,0.24241,742.384,743.618,743.294,742.81,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.97378
HDS_USECOL:P-VR-S_3_TIME:17366401.0,743.054,0.245226,742.435,743.681,743.299,742.808,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.02492
HDS_USECOL:P-VR-S_3_TIME:17452801.0,743.074,0.237119,742.431,743.729,743.311,742.837,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.02056
HDS_USECOL:P-VR-S_3_TIME:17539201.0,742.988,0.266626,742.446,743.706,743.255,742.722,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.03614
HDS_USECOL:P-VR-S_3_TIME:17625601.0,743.018,0.278813,742.476,743.942,743.297,742.739,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.06605
HDS_USECOL:P-VR-S_3_TIME:17712001.0,743.02,0.223214,742.474,743.547,743.243,742.796,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.06441
HDS_USECOL:P-VR-S_3_TIME:17798401.0,743.073,0.241094,742.543,743.872,743.314,742.832,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.13348
HDS_USECOL:P-VR-S_3_TIME:17884801.0,743.004,0.272203,742.164,743.651,743.276,742.732,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.75402
HDS_USECOL:P-VR-S_3_TIME:17971201.0,742.973,0.243347,742.511,743.563,743.217,742.73,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.10073
