name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
HDS_USECOL:P-E3-S6_1_TIME:30844801.0,681.719,0.522569,680.528,683.123,682.242,681.197,753.85,41.2938,684.48,896.55,795.144,712.557,1.3566
HDS_USECOL:P-E3-S6_1_TIME:30931201.0,681.702,0.452186,680.648,682.637,682.154,681.25,753.848,41.2922,684.48,896.54,795.141,712.556,1.84255
HDS_USECOL:P-E3-S6_1_TIME:31017601.0,681.852,0.463931,680.847,683.093,682.316,681.389,753.846,41.2909,684.48,896.53,795.137,712.555,1.38726
HDS_USECOL:P-E3-S6_1_TIME:31104001.0,681.707,0.521421,680.695,682.855,682.229,681.186,753.843,41.2895,684.47,896.52,795.132,712.553,1.61519
HDS_USECOL:P-E3-S6_1_TIME:31190401.0,681.718,0.502923,680.43,682.772,682.221,681.215,753.84,41.288,684.47,896.51,795.128,712.552,1.69849
HDS_USECOL:P-E3-S6_1_TIME:31276801.0,681.788,0.477197,680.603,683.191,682.265,681.311,753.837,41.2862,684.47,896.5,795.124,712.551,1.27896
HDS_USECOL:P-E3-S6_1_TIME:31363201.0,681.794,0.48651,680.707,683.093,682.281,681.308,753.835,41.2845,684.47,896.49,795.119,712.55,1.37748
HDS_USECOL:P-E3-S6_1_TIME:31449601.0,681.856,0.500556,680.635,683.33,682.357,681.356,753.832,41.2837,684.47,896.48,795.116,712.548,1.14047
HDS_USECOL:P-E3-S6_1_TIME:31536001.0,681.873,0.459105,680.569,682.957,682.332,681.414,753.83,41.2822,684.47,896.48,795.112,712.548,1.51293
HDS_USECOL:P-E3-S6_1_TIME:31622401.0,681.884,0.480979,680.687,682.839,682.365,681.403,753.828,41.2804,684.47,896.47,795.108,712.547,1.63144
HDS_USECOL:P-E3-S6_1_TIME:31708801.0,681.925,0.471124,680.867,682.988,682.397,681.454,753.824,41.279,684.47,896.46,795.104,712.545,1.4824
HDS_USECOL:P-E3-S6_1_TIME:31795201.0,681.869,0.520973,680.618,683.122,682.39,681.348,753.822,41.2773,684.47,896.45,795.1,712.545,1.34836
HDS_USECOL:P-E3-S6_1_TIME:31881601.0,681.968,0.53749,680.588,683.554,682.505,681.43,753.82,41.2757,684.47,896.44,795.095,712.544,0.916043
HDS_USECOL:P-E3-S6_1_TIME:31968001.0,681.86,0.454415,680.768,683.208,682.315,681.406,753.817,41.2741,684.47,896.43,795.091,712.543,1.26185
HDS_USECOL:P-E3-S6_1_TIME:32054401.0,681.892,0.443908,680.378,682.867,682.336,681.448,753.814,41.2731,684.47,896.42,795.087,712.541,1.6034
HDS_USECOL:P-E3-S6_1_TIME:32140801.0,681.822,0.55745,680.663,683.401,682.379,681.264,753.812,41.2712,684.47,896.41,795.083,712.54,1.0693
HDS_USECOL:P-E3-S6_1_TIME:32227201.0,681.827,0.488677,680.42,683.032,682.315,681.338,753.809,41.2701,684.47,896.4,795.079,712.539,1.43786
HDS_USECOL:P-E3-S6_1_TIME:32313601.0,681.843,0.468621,680.657,682.905,682.312,681.375,753.806,41.2682,684.47,896.39,795.074,712.538,1.5648
HDS_USECOL:P-E3-S6_1_TIME:32400001.0,681.793,0.534847,680.623,682.84,682.328,681.258,753.803,41.267,684.47,896.38,795.07,712.536,1.63009
HDS_USECOL:P-E3-S6_1_TIME:32486401.0,681.908,0.509578,680.61,683.039,682.418,681.399,753.801,41.2652,684.46,896.37,795.067,712.536,1.42144
HDS_USECOL:P-E3-S6_1_TIME:32572801.0,681.974,0.473656,680.804,683.094,682.448,681.5,753.798,41.2636,684.46,896.36,795.062,712.535,1.36552
HDS_USECOL:P-E3-S6_1_TIME:32659201.0,681.948,0.447743,680.812,682.984,682.396,681.5,753.796,41.2621,684.46,896.35,795.058,712.533,1.47586
HDS_USECOL:P-E3-S6_1_TIME:32745601.0,682.087,0.474115,680.973,683.163,682.561,681.613,753.792,41.2609,684.46,896.34,795.053,712.532,1.29713
HDS_USECOL:P-E3-S6_1_TIME:32832001.0,681.995,0.41992,681.12,683.333,682.414,681.575,753.79,41.2589,684.46,896.33,795.049,712.531,1.12695
HDS_USECOL:P-E3-S6_1_TIME:32918401.0,682.001,0.501591,680.795,683.278,682.502,681.499,753.788,41.2572,684.46,896.32,795.045,712.53,1.1822
HDS_USECOL:P-E3-S6_1_TIME:33004801.0,681.923,0.509973,680.66,683.153,682.432,681.413,753.785,41.2557,684.46,896.31,795.04,712.529,1.30673
HDS_USECOL:P-E3-S6_1_TIME:33091201.0,682.018,0.546231,680.535,683.557,682.564,681.472,753.782,41.2544,684.46,896.3,795.037,712.528,0.902737
HDS_USECOL:P-E3-S6_1_TIME:33177601.0,681.966,0.505436,680.836,683.091,682.471,681.46,753.779,41.2528,684.46,896.29,795.032,712.527,1.369
HDS_USECOL:P-E3-S6_1_TIME:33264001.0,682.009,0.554388,680.5,683.361,682.563,681.455,753.777,41.2514,684.46,896.28,795.028,712.525,1.09938
HDS_USECOL:P-E3-S6_1_TIME:33350401.0,682.063,0.459055,680.88,683.163,682.522,681.603,753.774,41.2496,684.46,896.27,795.024,712.524,1.29702
HDS_USECOL:P-E3-S6_1_TIME:33436801.0,681.968,0.461076,681.028,683.089,682.429,681.507,753.771,41.2478,684.46,896.26,795.019,712.524,1.37117
HDS_USECOL:P-E3-S6_1_TIME:33523201.0,681.975,0.576661,680.59,683.53,682.552,681.399,753.769,41.2468,684.46,896.26,795.016,712.522,0.930486
HDS_USECOL:P-E3-S6_1_TIME:33609601.0,682.009,0.498441,681.094,683.305,682.508,681.511,753.767,41.245,684.46,896.25,795.012,712.522,1.15489
HDS_USECOL:P-E3-S6_1_TIME:33696001.0,682.015,0.44204,680.851,682.983,682.457,681.573,753.763,41.2433,684.46,896.24,795.007,712.52,1.47727
HDS_USECOL:P-E3-S6_1_TIME:33782401.0,681.914,0.416464,680.641,682.721,682.331,681.498,753.76,41.2419,684.45,896.23,795.002,712.518,1.72912
HDS_USECOL:P-E3-S6_1_TIME:33868801.0,681.925,0.517018,680.763,683.294,682.442,681.408,753.757,41.2402,684.45,896.22,794.998,712.517,1.15633
HDS_USECOL:P-E3-S6_1_TIME:33955201.0,681.895,0.51966,680.688,682.983,682.415,681.376,753.755,41.2391,684.45,896.21,794.994,712.516,1.46673
HDS_USECOL:P-E3-S6_1_TIME:34041601.0,681.89,0.449205,681.026,683.117,682.34,681.441,753.752,41.2372,684.45,896.2,794.989,712.515,1.33266
HDS_USECOL:P-E3-S6_1_TIME:34128001.0,681.95,0.452564,680.989,683.102,682.403,681.498,753.75,41.2359,684.45,896.19,794.986,712.514,1.34789
HDS_USECOL:P-E3-S6_1_TIME:34214401.0,681.934,0.44666,680.967,683.193,682.381,681.488,753.747,41.2342,684.45,896.18,794.981,712.513,1.257
HDS_USECOL:P-E3-S6_1_TIME:34300801.0,681.859,0.50241,680.537,682.929,682.362,681.357,753.744,41.2324,684.45,896.17,794.977,712.512,1.52109
HDS_USECOL:P-E3-S6_1_TIME:34387201.0,681.785,0.46561,680.49,682.768,682.251,681.32,753.742,41.2311,684.45,896.16,794.973,712.511,1.68223
HDS_USECOL:P-E3-S6_1_TIME:34473601.0,681.761,0.558113,680.229,682.894,682.319,681.203,753.739,41.2289,684.45,896.15,794.968,712.51,1.55631
HDS_USECOL:P-E3-S6_1_TIME:34560001.0,681.789,0.518519,680.683,683.05,682.307,681.27,753.736,41.2274,684.45,896.14,794.963,712.508,1.39991
HDS_USECOL:P-E3-S6_1_TIME:34646401.0,681.806,0.473921,680.667,682.814,682.28,681.332,753.733,41.2257,684.45,896.13,794.959,712.507,1.63572
HDS_USECOL:P-E3-S6_1_TIME:34732801.0,681.77,0.517337,680.544,683.533,682.287,681.252,753.73,41.2244,684.45,896.12,794.955,712.506,0.916514
HDS_USECOL:P-E3-S6_1_TIME:34819201.0,681.712,0.504634,680.604,682.983,682.216,681.207,753.727,41.2228,684.45,896.11,794.95,712.504,1.46693
HDS_USECOL:P-E3-S6_1_TIME:34905601.0,681.846,0.439355,680.758,682.969,682.286,681.407,753.725,41.2211,684.45,896.1,794.946,712.504,1.48141
HDS_USECOL:P-E3-S6_1_TIME:34992001.0,681.857,0.413779,680.406,682.984,682.271,681.444,753.722,41.2195,684.45,896.09,794.942,712.503,1.46628
HDS_USECOL:P-E3-S6_1_TIME:35078401.0,681.792,0.493509,680.394,682.739,682.285,681.298,753.719,41.2183,684.45,896.08,794.937,712.501,1.71073
HDS_USECOL:P-E3-S6_1_TIME:35164801.0,681.939,0.476434,680.499,683.219,682.415,681.462,753.716,41.2165,684.44,896.07,794.933,712.5,1.22131
HDS_USECOL:P-E3-S6_1_TIME:35251201.0,681.911,0.513876,680.713,683.527,682.425,681.398,753.713,41.2146,684.44,896.06,794.928,712.499,0.913323
HDS_USECOL:P-E3-S6_1_TIME:35337601.0,681.967,0.488971,680.836,682.958,682.456,681.478,753.711,41.2137,684.44,896.05,794.924,712.497,1.48185
HDS_USECOL:P-E3-S6_1_TIME:35424001.0,681.965,0.572108,680.487,683.256,682.537,681.393,753.708,41.211,684.44,896.04,794.919,712.497,1.18433
HDS_USECOL:P-E3-S6_1_TIME:35510401.0,681.924,0.503964,680.817,683.546,682.428,681.42,753.705,41.2096,684.44,896.03,794.915,712.496,0.893756
HDS_USECOL:P-E3-S6_1_TIME:35596801.0,681.823,0.489021,680.796,683.253,682.312,681.334,753.703,41.2088,684.44,896.02,794.912,712.494,1.18693
HDS_USECOL:P-E3-S6_1_TIME:35683201.0,681.798,0.459601,680.793,682.738,682.257,681.338,753.7,41.2064,684.44,896.01,794.906,712.493,1.70199
HDS_USECOL:P-E3-S6_1_TIME:35769601.0,681.788,0.479348,680.396,683.198,682.267,681.309,753.697,41.2048,684.44,896,794.902,712.492,1.24178
HDS_USECOL:P-E3-S6_1_TIME:35856001.0,681.918,0.501831,680.585,683.407,682.419,681.416,753.695,41.2033,684.44,895.99,794.898,712.491,1.03337
HDS_USECOL:P-E3-S6_1_TIME:35942401.0,681.851,0.523894,680.333,682.896,682.375,681.327,753.691,41.2017,684.44,895.98,794.893,712.49,1.54393
HDS_USECOL:P-E3-S6_1_TIME:36028801.0,681.888,0.414799,681.011,682.85,682.303,681.474,753.688,41.1999,684.44,895.97,794.888,712.488,1.58976
HDS_USECOL:P-E3-S6_1_TIME:36115201.0,681.888,0.532192,680.294,683.518,682.42,681.355,753.685,41.1979,684.44,895.96,794.883,712.487,0.921522
HDS_USECOL:P-E3-S6_1_TIME:36201601.0,681.987,0.494728,680.412,683.046,682.482,681.493,753.683,41.1961,684.44,895.95,794.879,712.487,1.39428
HDS_USECOL:P-E3-S6_1_TIME:36288001.0,681.971,0.469705,680.775,683.151,682.44,681.501,753.68,41.1949,684.44,895.94,794.875,712.485,1.28932
HDS_USECOL:P-E3-S6_1_TIME:36374401.0,681.99,0.522687,680.881,683.27,682.513,681.467,753.678,41.1932,684.44,895.93,794.871,712.484,1.1697
HDS_USECOL:P-E3-S6_1_TIME:36460801.0,681.96,0.464158,680.946,682.962,682.424,681.496,753.674,41.1914,684.44,895.92,794.865,712.483,1.47786
HDS_USECOL:P-E3-S6_1_TIME:36547201.0,681.949,0.512091,680.648,683.54,682.461,681.437,753.671,41.1903,684.43,895.91,794.862,712.481,0.889539
HDS_USECOL:P-E3-S6_1_TIME:36633601.0,682.006,0.476406,680.484,683.168,682.483,681.53,753.669,41.1889,684.43,895.9,794.858,712.48,1.26199
HDS_USECOL:P-E3-S6_1_TIME:36720001.0,681.981,0.460451,681.007,682.979,682.441,681.52,753.665,41.1868,684.43,895.88,794.852,712.478,1.45146
HDS_USECOL:P-E3-S6_1_TIME:36806401.0,682.002,0.494591,680.771,683.195,682.496,681.507,753.663,41.1846,684.43,895.87,794.847,712.478,1.23509
HDS_USECOL:P-E3-S6_1_TIME:36892801.0,681.883,0.450374,680.838,682.934,682.334,681.433,753.66,41.1835,684.43,895.86,794.844,712.477,1.49597
HDS_USECOL:P-E3-S6_1_TIME:36979201.0,682.008,0.510228,680.742,683.356,682.518,681.498,753.657,41.1819,684.43,895.85,794.839,712.475,1.0741
HDS_USECOL:P-E3-S6_1_TIME:37065601.0,681.925,0.444006,680.439,683.045,682.369,681.481,753.654,41.1798,684.43,895.84,794.834,712.474,1.38516
HDS_USECOL:P-E3-S6_1_TIME:37152001.0,681.914,0.483794,680.776,683.011,682.398,681.431,753.651,41.1775,684.43,895.83,794.829,712.473,1.41923
HDS_USECOL:P-E3-S6_1_TIME:37238401.0,681.964,0.489649,680.497,683.418,682.454,681.474,753.648,41.1765,684.43,895.82,794.825,712.472,1.0116
HDS_USECOL:P-E3-S6_1_TIME:37324801.0,681.911,0.448925,680.598,682.879,682.36,681.463,753.645,41.1744,684.43,895.81,794.82,712.471,1.55106
HDS_USECOL:P-E3-S6_1_TIME:37411201.0,681.899,0.510693,680.675,683.379,682.409,681.388,753.642,41.1732,684.43,895.8,794.815,712.469,1.05134
HDS_USECOL:P-E3-S6_1_TIME:37497601.0,681.849,0.529789,680.34,683.633,682.379,681.319,753.64,41.1715,684.43,895.79,794.811,712.468,0.79667
HDS_USECOL:P-E3-S6_1_TIME:37584001.0,681.794,0.498905,680.85,683.057,682.293,681.295,753.636,41.1693,684.43,895.78,794.806,712.467,1.37254
HDS_USECOL:P-E3-S6_1_TIME:37670401.0,681.924,0.48937,680.822,683.408,682.413,681.434,753.634,41.1675,684.43,895.77,794.801,712.466,1.02249
HDS_USECOL:P-E3-S6_1_TIME:37756801.0,681.881,0.536598,680.505,683.231,682.418,681.345,753.632,41.166,684.43,895.76,794.798,712.466,1.19924
HDS_USECOL:P-E3-S6_1_TIME:37843201.0,681.927,0.455432,681.029,683.497,682.382,681.471,753.628,41.1643,684.42,895.75,794.793,712.464,0.92328
HDS_USECOL:P-E3-S6_1_TIME:37929601.0,681.919,0.504108,680.49,683.339,682.423,681.415,753.625,41.1634,684.42,895.74,794.789,712.462,1.08141
HDS_USECOL:P-E3-S6_1_TIME:38016001.0,681.886,0.42156,680.646,682.852,682.308,681.465,753.622,41.161,684.42,895.73,794.783,712.461,1.56835
HDS_USECOL:P-E3-S6_1_TIME:38102401.0,681.929,0.465751,681,683.144,682.395,681.463,753.619,41.1591,684.42,895.72,794.779,712.46,1.27625
HDS_USECOL:P-E3-S6_1_TIME:38188801.0,681.853,0.516924,680.57,683.135,682.37,681.336,753.617,41.158,684.42,895.71,794.775,712.459,1.28471
HDS_USECOL:P-E3-S6_1_TIME:38275201.0,681.868,0.507405,680.598,683.083,682.376,681.361,753.614,41.1557,684.42,895.7,794.77,712.458,1.33664
HDS_USECOL:P-E3-S6_1_TIME:38361601.0,681.932,0.435773,680.887,683.076,682.368,681.497,753.61,41.1546,684.42,895.69,794.765,712.456,1.34426
HDS_USECOL:P-E3-S6_1_TIME:38448001.0,681.959,0.487653,680.605,683.19,682.446,681.471,753.607,41.1529,684.42,895.68,794.76,712.455,1.23048
HDS_USECOL:P-E3-S6_1_TIME:38534401.0,681.953,0.478925,680.934,683.281,682.432,681.474,753.605,41.1509,684.42,895.67,794.756,712.454,1.13859
HDS_USECOL:P-E3-S6_1_TIME:38620801.0,682.014,0.474985,680.658,683.041,682.489,681.539,753.602,41.1493,684.42,895.66,794.752,712.453,1.37917
HDS_USECOL:P-E3-S6_1_TIME:38707201.0,681.934,0.449162,680.815,682.956,682.384,681.485,753.599,41.1474,684.42,895.65,794.747,712.452,1.46414
HDS_USECOL:P-E3-S6_1_TIME:38793601.0,681.993,0.562817,680.417,683.173,682.556,681.43,753.597,41.1457,684.42,895.64,794.742,712.451,1.24666
HDS_USECOL:P-E3-S6_1_TIME:38880001.0,681.938,0.532346,680.847,683.463,682.47,681.405,753.593,41.1437,684.42,895.62,794.737,712.449,0.956793
HDS_USECOL:P-E3-S6_1_TIME:38966401.0,681.98,0.482765,680.93,683.106,682.463,681.497,753.59,41.142,684.42,895.61,794.732,712.448,1.31413
HDS_USECOL:P-E3-S6_1_TIME:39052801.0,681.993,0.538176,679.99,683.086,682.532,681.455,753.587,41.1399,684.42,895.6,794.727,712.447,1.33415
HDS_USECOL:P-E3-S6_1_TIME:39139201.0,681.947,0.491528,680.387,683.125,682.438,681.455,753.585,41.1385,684.42,895.59,794.723,712.446,1.2954
HDS_USECOL:P-E3-S6_1_TIME:39225601.0,682.084,0.537407,680.846,683.918,682.622,681.547,753.581,41.1369,684.41,895.58,794.718,712.444,0.49169
HDS_USECOL:P-E3-S6_1_TIME:39312001.0,681.928,0.495828,680.894,683.3,682.424,681.433,753.579,41.1355,684.41,895.57,794.714,712.443,1.11005
HDS_USECOL:P-E3-S6_1_TIME:39398401.0,682.108,0.483078,681.007,683.406,682.591,681.625,753.576,41.1331,684.41,895.56,794.709,712.443,1.00411
HDS_USECOL:P-E3-S6_1_TIME:39484801.0,682.028,0.514157,680.673,683.221,682.542,681.513,753.573,41.1313,684.41,895.55,794.704,712.441,1.18943
HDS_USECOL:P-E3-S6_1_TIME:39571201.0,682.057,0.48858,681.022,683.247,682.545,681.568,753.57,41.1299,684.41,895.54,794.7,712.44,1.16277
HDS_USECOL:P-E3-S6_1_TIME:39657601.0,682.136,0.423744,681.147,683.414,682.56,681.712,753.566,41.1283,684.41,895.53,794.694,712.438,0.99555
HDS_USECOL:P-E3-S6_1_TIME:39744001.0,682.064,0.505444,681.095,683.575,682.569,681.558,753.564,41.1266,684.41,895.52,794.69,712.437,0.835461
HDS_USECOL:P-E3-S6_1_TIME:39830401.0,682.078,0.465161,681.13,683.622,682.543,681.612,753.561,41.1243,684.41,895.51,794.685,712.436,0.78754
HDS_USECOL:P-E3-S6_1_TIME:39916801.0,682.121,0.464543,681.006,683.23,682.585,681.656,753.558,41.1231,684.41,895.5,794.681,712.435,1.17996
HDS_USECOL:P-E3-S6_1_TIME:40003201.0,682.115,0.527575,680.513,683.503,682.643,681.588,753.555,41.1209,684.41,895.49,794.676,712.434,0.906836
HDS_USECOL:P-E3-S6_1_TIME:40089601.0,682.049,0.518135,680.99,683.644,682.568,681.531,753.552,41.1191,684.41,895.48,794.671,712.433,0.766363
HDS_USECOL:P-E3-S6_1_TIME:40176001.0,682.01,0.490427,680.939,683.174,682.5,681.519,753.549,41.1168,684.41,895.46,794.665,712.432,1.23557
HDS_USECOL:P-E3-S6_1_TIME:40262401.0,682.059,0.524662,680.697,683.228,682.583,681.534,753.546,41.1148,684.41,895.45,794.661,712.431,1.18234
HDS_USECOL:P-E3-S6_1_TIME:40348801.0,682.065,0.423672,681.12,683.208,682.489,681.642,753.543,41.1136,684.41,895.44,794.657,712.429,1.20238
HDS_USECOL:P-E3-S6_1_TIME:40435201.0,682.056,0.516153,680.67,683.612,682.572,681.54,753.54,41.112,684.41,895.43,794.652,712.428,0.798429
HDS_USECOL:P-E3-S6_1_TIME:40521601.0,682.024,0.412106,680.754,682.889,682.436,681.612,753.537,41.1104,684.4,895.42,794.647,712.426,1.51124
HDS_USECOL:P-E3-S6_1_TIME:40608001.0,682.068,0.46806,680.827,683.253,682.536,681.6,753.534,41.1082,684.4,895.41,794.643,712.426,1.14743
HDS_USECOL:P-E3-S6_1_TIME:40694401.0,682.053,0.475147,681.065,683.377,682.528,681.578,753.531,41.1064,684.4,895.4,794.637,712.424,1.02313
HDS_USECOL:P-E3-S6_1_TIME:40780801.0,682.074,0.4818,680.813,683.334,682.556,681.592,753.528,41.1046,684.4,895.39,794.632,712.423,1.06595
HDS_USECOL:P-E3-S6_1_TIME:40867201.0,681.944,0.553031,680.517,683.168,682.497,681.391,753.526,41.1027,684.4,895.38,794.628,712.423,1.23208
HDS_USECOL:P-E3-S6_1_TIME:40953601.0,681.917,0.538407,680.223,682.993,682.455,681.379,753.522,41.1012,684.4,895.37,794.623,712.421,1.40731
HDS_USECOL:P-E3-S6_1_TIME:41040001.0,682.004,0.446119,680.903,683.133,682.45,681.558,753.518,41.0994,684.4,895.36,794.618,712.419,1.26709
HDS_USECOL:P-E3-S6_1_TIME:41126401.0,681.972,0.478496,680.872,683.141,682.45,681.493,753.515,41.098,684.4,895.35,794.613,712.417,1.25926
HDS_USECOL:P-E3-S6_1_TIME:41212801.0,681.889,0.445397,680.783,682.904,682.335,681.444,753.513,41.0955,684.4,895.33,794.608,712.417,1.49612
HDS_USECOL:P-E3-S6_1_TIME:41299201.0,681.868,0.519733,680.869,683.062,682.388,681.348,753.509,41.094,684.4,895.32,794.603,712.416,1.33833
HDS_USECOL:P-E3-S6_1_TIME:41385601.0,681.672,0.443933,680.632,682.648,682.116,681.228,753.507,41.0922,684.4,895.31,794.599,712.414,1.75174
HDS_USECOL:P-E3-S6_1_TIME:41472001.0,681.772,0.515437,680.491,683.134,682.288,681.257,753.504,41.0904,684.4,895.3,794.594,712.414,1.26592
HDS_USECOL:P-E3-S6_1_TIME:41558401.0,682.014,0.474179,681.001,683.359,682.489,681.54,753.501,41.0887,684.4,895.29,794.589,712.412,1.04098
HDS_USECOL:P-E3-S6_1_TIME:41644801.0,682.17,0.51728,680.942,683.683,682.687,681.653,753.498,41.0867,684.4,895.28,794.585,712.411,0.717044
HDS_USECOL:P-E3-S6_1_TIME:41731201.0,682.106,0.498307,681.071,683.371,682.605,681.608,753.494,41.0853,684.4,895.27,794.58,712.409,1.0293
HDS_USECOL:P-E3-S6_1_TIME:41817601.0,682.042,0.434504,680.964,683.197,682.476,681.607,753.492,41.0839,684.39,895.26,794.575,712.408,1.19321
HDS_USECOL:P-E3-S6_1_TIME:41904001.0,681.993,0.54355,680.7,683.118,682.537,681.45,753.488,41.0816,684.39,895.25,794.57,712.406,1.27249
HDS_USECOL:P-E3-S6_1_TIME:41990401.0,682.077,0.532541,680.583,683.024,682.609,681.544,753.486,41.0798,684.39,895.24,794.565,712.406,1.36637
HDS_USECOL:P-E3-S6_1_TIME:42076801.0,682.139,0.445932,681.289,683.263,682.585,681.693,753.483,41.0778,684.39,895.23,794.56,712.405,1.12705
HDS_USECOL:P-E3-S6_1_TIME:42163201.0,682.029,0.480769,680.673,683.471,682.509,681.548,753.479,41.0756,684.39,895.21,794.554,712.403,0.918781
HDS_USECOL:P-E3-S6_1_TIME:42249601.0,682.028,0.513046,680.764,683.532,682.541,681.515,753.476,41.0738,684.39,895.2,794.55,712.402,0.857814
HDS_USECOL:P-E3-S6_1_TIME:42336001.0,681.994,0.514752,681.021,682.972,682.509,681.479,753.473,41.0726,684.39,895.19,794.546,712.401,1.41817
HDS_USECOL:P-E3-S6_1_TIME:42422401.0,682.076,0.540882,680.923,683.354,682.617,681.535,753.47,41.0706,684.39,895.18,794.541,712.4,1.03571
HDS_USECOL:P-E3-S6_1_TIME:42508801.0,682,0.437868,680.834,682.994,682.438,681.562,753.467,41.0682,684.39,895.17,794.535,712.399,1.39596
HDS_USECOL:P-E3-S6_1_TIME:42595201.0,681.998,0.513171,680.492,683.337,682.511,681.484,753.463,41.066,684.39,895.16,794.529,712.397,1.05266
HDS_USECOL:P-E3-S6_1_TIME:42681601.0,682.016,0.499545,680.402,683.297,682.516,681.517,753.461,41.065,684.39,895.15,794.526,712.395,1.09291
HDS_USECOL:P-E3-S6_1_TIME:42768001.0,681.982,0.468854,680.857,683.062,682.45,681.513,753.458,41.0629,684.39,895.14,794.521,712.395,1.32781
HDS_USECOL:P-E3-S6_1_TIME:42854401.0,681.968,0.461041,680.896,683.052,682.429,681.507,753.455,41.0612,684.39,895.13,794.516,712.394,1.3379
HDS_USECOL:P-E3-S6_1_TIME:42940801.0,682.064,0.446852,680.811,683.281,682.511,681.617,753.451,41.059,684.39,895.11,794.51,712.392,1.10924
HDS_USECOL:P-E3-S6_1_TIME:43027201.0,681.952,0.573214,680.145,683.036,682.525,681.379,753.449,41.0569,684.39,895.1,794.506,712.392,1.35407
HDS_USECOL:P-E3-S6_1_TIME:43113601.0,681.894,0.455792,680.617,683.197,682.35,681.438,753.446,41.0552,684.39,895.09,794.501,712.391,1.19259
HDS_USECOL:P-E3-S6_1_TIME:43200001.0,682.011,0.474096,680.279,683.003,682.485,681.537,753.442,41.0534,684.38,895.08,794.495,712.389,1.37728
HDS_USECOL:P-E3-S6_1_TIME:43286401.0,681.947,0.494629,680.453,683.513,682.442,681.452,753.439,41.0516,684.38,895.07,794.491,712.388,0.867157
HDS_USECOL:P-E3-S6_1_TIME:43372801.0,682.053,0.539242,680.803,683.041,682.592,681.514,753.436,41.0494,684.38,895.06,794.485,712.386,1.33867
HDS_USECOL:P-E3-S6_1_TIME:43459201.0,681.946,0.517082,680.664,683.124,682.463,681.429,753.433,41.0483,684.38,895.05,794.481,712.384,1.25623
HDS_USECOL:P-E3-S6_1_TIME:43545601.0,681.987,0.520602,680.764,683.048,682.507,681.466,753.43,41.0467,684.38,895.04,794.477,712.383,1.33223
HDS_USECOL:P-E3-S6_1_TIME:43632001.0,681.958,0.467449,680.749,683.605,682.425,681.49,753.427,41.0446,684.38,895.03,794.472,712.383,0.774604
HDS_USECOL:P-E3-S6_1_TIME:43718401.0,682.049,0.537755,680.916,683.358,682.586,681.511,753.424,41.0419,684.38,895.01,794.466,712.382,1.02206
HDS_USECOL:P-E3-S6_1_TIME:43804801.0,681.865,0.485754,680.881,682.941,682.35,681.379,753.421,41.0406,684.38,895,794.462,712.38,1.43924
HDS_USECOL:P-E3-S6_1_TIME:43891201.0,681.971,0.528093,680.711,683.157,682.499,681.442,753.417,41.0384,684.38,894.99,794.456,712.379,1.22289
HDS_USECOL:P-E3-S6_1_TIME:43977601.0,681.854,0.505676,680.611,683.266,682.359,681.348,753.415,41.0374,684.38,894.98,794.452,712.377,1.11363
HDS_USECOL:P-E3-S6_1_TIME:44064001.0,681.878,0.434775,680.699,682.863,682.313,681.443,753.412,41.0351,684.38,894.97,794.447,712.376,1.51673
HDS_USECOL:P-E3-S6_1_TIME:44150401.0,681.95,0.531809,680.547,683.419,682.482,681.418,753.408,41.0329,684.38,894.96,794.441,712.375,0.961293
HDS_USECOL:P-E3-S6_1_TIME:44236801.0,681.886,0.497491,680.514,683.167,682.383,681.388,753.406,41.0305,684.38,894.95,794.436,712.375,1.21321
HDS_USECOL:P-E3-S6_1_TIME:44323201.0,681.877,0.404532,680.96,682.896,682.282,681.473,753.402,41.0291,684.38,894.94,794.431,712.373,1.48372
HDS_USECOL:P-E3-S6_1_TIME:44409601.0,681.884,0.454309,680.731,682.995,682.338,681.429,753.399,41.0273,684.38,894.92,794.426,712.372,1.38475
HDS_USECOL:P-E3-S6_1_TIME:44496001.0,681.886,0.423459,680.924,682.801,682.309,681.462,753.395,41.0251,684.37,894.91,794.42,712.37,1.56916
HDS_USECOL:P-E3-S6_1_TIME:44582401.0,681.821,0.461032,680.477,682.912,682.282,681.36,753.392,41.0231,684.37,894.9,794.415,712.369,1.4581
HDS_USECOL:P-E3-S6_1_TIME:44668801.0,681.851,0.513617,680.322,682.998,682.365,681.338,753.389,41.0216,684.37,894.89,794.411,712.368,1.372
HDS_USECOL:P-E3-S6_1_TIME:44755201.0,681.936,0.527873,680.467,683.24,682.464,681.408,753.386,41.0197,684.37,894.88,794.406,712.367,1.13035
HDS_USECOL:P-E3-S6_1_TIME:44841601.0,681.931,0.523911,680.037,683.314,682.455,681.407,753.383,41.0173,684.37,894.87,794.4,712.366,1.05619
HDS_USECOL:P-E3-S6_1_TIME:44928001.0,681.988,0.524769,680.57,683.34,682.513,681.463,753.38,41.016,684.37,894.86,794.396,712.364,1.03042
HDS_USECOL:P-E3-S6_1_TIME:45014401.0,681.947,0.490406,680.602,683.169,682.437,681.457,753.377,41.0138,684.37,894.85,794.391,712.363,1.20092
HDS_USECOL:P-E3-S6_1_TIME:45100801.0,681.944,0.420905,680.876,682.902,682.365,681.523,753.374,41.012,684.37,894.83,794.386,712.362,1.46843
