name,value,group,weight
flow_gal_w_usecol:gal_w-flow_time:64022401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:64108801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:64195201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:64281601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:64368001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:64454401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:64540801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:64627201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:64713601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:64800001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:6480001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:64886401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:64972801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:65059201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:65145601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:65232001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:65318401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:65404801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:65491201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:65577601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:65664001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:6566401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:65750401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:65836801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:65923201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66009601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66096001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66182401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66268801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66355201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66441601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66528001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:6652801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66614401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66700801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66787201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66873601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:66960001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67046401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67132801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67219201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67305601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67392001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:6739201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67478401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67564801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67651201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67737601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67824001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67910401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:67996801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:68083201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:68169601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:68256001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:6825601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:68342401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:68428801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:68515201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:68601601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:68688001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:68774401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:68860801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:68947201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69033601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69120001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:6912001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:691201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69206401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69292801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69379201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69465601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69552001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69638401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69724801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69811201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69897601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:69984001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:6998401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:70070401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:70156801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:70243201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:70329601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:70416001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:70502401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:70588801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:70675201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:70761601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:70848001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:7084801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:70934401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71020801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71107201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71193601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71280001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71366401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71452801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71539201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71625601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71712001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:7171201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71798401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71884801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:71971201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:72057601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:72144001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:72230401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:72316801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:72403201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:72489601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:72576001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:7257601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:72662401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:72748801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:72835201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:72921601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73008001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73094401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73180801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73267201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73353601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73440001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:7344001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73526401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73612801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73699201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73785601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73872001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:73958401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74044801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74131201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74217601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74304001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:7430401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74390401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74476801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74563201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74649601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74736001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74822401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74908801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:74995201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:75081601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:75168001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:7516801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:75254401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:75340801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:75427201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:75513601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:75600001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:75686401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:75772801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:75859201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:75945601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76032001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:7603201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76118401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76204801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76291201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76377601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76464001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76550401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76636801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76723201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76809601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76896001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:7689601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:76982401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:77068801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:77155201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:77241601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:77328001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:77414401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:77500801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:77587201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:77673601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:77760001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:7776001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:777601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:77846401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:77932801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78019201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78105601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78192001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78278401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78364801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78451201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78537601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78624001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:7862401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78710401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78796801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78883201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:78969601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:79056001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:79142401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:79228801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:79315201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:79401601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:79488001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:7948801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:79574401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:79660801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:79747201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:79833601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:79920001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80006401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80092801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80179201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80265601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80352001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:8035201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80438401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80524801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80611201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80697601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80784001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80870401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:80956801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81043201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81129601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81216001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:8121601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81302401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81388801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81475201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81561601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81648001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81734401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81820801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81907201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:81993601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:82080001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:8208001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:82166401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:82252801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:82339201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:82425601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:82512001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:82598401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:82684801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:82771201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:82857601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:82944001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:8294401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83030401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83116801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83203201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83289601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83376001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83462401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83548801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83635201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83721601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83808001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:8380801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83894401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:83980801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:84067201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:84153601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:84240001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:84326401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:84412801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:84499201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:84585601.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:84672001.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:8467201.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:84758401.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:84844801.0,0,flow_gal_w_usecol:gal_w-flow,0
flow_gal_w_usecol:gal_w-flow_time:84931201.0,0,flow_gal_w_usecol:gal_w-flow,0
