time,P-MS-2,P-MS-1,P-LZ-4,P-M-6,P-VR-1,P-GAL-S1,P-GAL-S2,P-GAL-S3,P-GAL-S4,P-GAL-S5,P-GAL-S6A,P-E3-S6_1,P-RN-S7_1,P-VR-S_1,P-E3-S6_2,P-E3-S6_3,P-E3-S6_4,P-E3-S6_5,P-VR-S_2,P-VR-S_3,P-RN-S7_2,P-RN-S7_3,P-RN-S7_4
74217601.00000,804.49,805.12,770.63,771.93,747.08,770.17,779.77,786.29,790.43,786.48,789.41,764.94,752.31,759.41,765.35,764.09,764.09,762.39,755.52,754.52,752.31,782.66,791.86
74304001.00000,804.49,805.11,770.63,771.93,747.08,770.17,779.77,786.28,790.43,786.48,789.41,764.94,752.30,759.41,765.35,764.09,764.09,762.39,755.52,754.52,752.30,782.66,791.86
74390401.00000,804.49,805.11,770.63,771.93,747.08,770.17,779.76,786.28,790.43,786.48,789.40,764.93,752.30,759.41,765.35,764.09,764.09,762.39,755.52,754.52,752.30,782.66,791.86
74476801.00000,804.49,805.11,770.63,771.93,747.08,770.17,779.76,786.28,790.43,786.48,789.40,764.93,752.30,759.40,765.35,764.09,764.09,762.39,755.52,754.51,752.30,782.66,791.86
74563201.00000,804.49,805.11,770.63,771.93,747.08,770.16,779.76,786.28,790.43,786.48,789.40,764.92,752.29,759.40,765.35,764.08,764.08,762.38,755.52,754.51,752.29,782.66,791.85
74649601.00000,804.48,805.11,770.63,771.93,747.08,770.16,779.76,786.28,790.43,786.48,789.40,764.92,752.29,759.40,765.35,764.08,764.08,762.38,755.52,754.51,752.29,782.65,791.85
74736001.00000,804.48,805.10,770.62,771.93,747.08,770.16,779.76,786.28,790.42,786.47,789.40,764.91,752.29,759.40,765.34,764.08,764.08,762.38,755.51,754.51,752.29,782.65,791.85
74822401.00000,804.48,805.10,770.62,771.92,747.08,770.16,779.76,786.27,790.42,786.47,789.40,764.91,752.28,759.39,765.34,764.08,764.08,762.38,755.51,754.51,752.28,782.65,791.85
74908801.00000,804.48,805.10,770.62,771.92,747.08,770.16,779.75,786.27,790.42,786.47,789.40,764.90,752.28,759.39,765.34,764.08,764.08,762.38,755.51,754.51,752.28,782.65,791.85
74995201.00000,804.48,805.10,770.62,771.92,747.08,770.16,779.75,786.27,790.42,786.47,789.40,764.90,752.28,759.39,765.34,764.08,764.08,762.38,755.51,754.51,752.28,782.65,791.84
75081601.00000,804.48,805.10,770.62,771.92,747.08,770.15,779.75,786.27,790.42,786.47,789.40,764.89,752.28,759.39,765.34,764.08,764.08,762.38,755.51,754.50,752.28,782.65,791.84
75168001.00000,804.48,805.09,770.62,771.92,747.08,770.15,779.75,786.27,790.42,786.47,789.40,764.89,752.27,759.38,765.34,764.08,764.08,762.37,755.50,754.50,752.27,782.64,791.84
75254401.00000,804.47,805.09,770.62,771.92,747.08,770.15,779.75,786.27,790.41,786.47,789.40,764.88,752.27,759.38,765.34,764.07,764.07,762.37,755.50,754.50,752.27,782.64,791.84
75340801.00000,804.47,805.09,770.62,771.92,747.08,770.15,779.74,786.26,790.41,786.47,789.39,764.88,752.27,759.38,765.34,764.07,764.07,762.37,755.50,754.50,752.27,782.64,791.83
75427201.00000,804.47,805.09,770.62,771.91,747.08,770.15,779.74,786.26,790.41,786.47,789.39,764.87,752.26,759.38,765.33,764.07,764.07,762.37,755.50,754.50,752.26,782.64,791.83
75513601.00000,804.47,805.09,770.62,771.91,747.08,770.14,779.74,786.26,790.41,786.46,789.39,764.87,752.26,759.37,765.33,764.07,764.07,762.37,755.50,754.50,752.26,782.64,791.83
75600001.00000,804.47,805.09,770.62,771.91,747.08,770.14,779.74,786.26,790.41,786.46,789.39,764.86,752.26,759.37,765.33,764.07,764.07,762.37,755.49,754.50,752.26,782.64,791.83
75686401.00000,804.47,805.08,770.62,771.91,747.08,770.14,779.74,786.26,790.41,786.46,789.39,764.86,752.25,759.37,765.33,764.07,764.07,762.37,755.49,754.49,752.25,782.63,791.83
75772801.00000,804.47,805.08,770.61,771.91,747.08,770.14,779.74,786.26,790.41,786.46,789.39,764.85,752.25,759.36,765.33,764.07,764.07,762.37,755.49,754.49,752.25,782.63,791.82
75859201.00000,804.47,805.08,770.61,771.91,747.08,770.14,779.73,786.25,790.40,786.46,789.39,764.85,752.25,759.36,765.33,764.07,764.07,762.36,755.49,754.49,752.25,782.63,791.82
75945601.00000,804.46,805.08,770.61,771.91,747.08,770.14,779.73,786.25,790.40,786.46,789.39,764.84,752.25,759.36,765.33,764.07,764.07,762.36,755.49,754.49,752.25,782.63,791.82
76032001.00000,804.46,805.08,770.61,771.90,747.08,770.13,779.73,786.25,790.40,786.46,789.39,764.84,752.24,759.36,765.32,764.06,764.06,762.36,755.49,754.49,752.24,782.63,791.82
76118401.00000,804.46,805.07,770.61,771.90,747.08,770.13,779.73,786.25,790.40,786.46,789.39,764.83,752.24,759.35,765.32,764.06,764.06,762.36,755.48,754.49,752.24,782.63,791.81
76204801.00000,804.46,805.07,770.61,771.90,747.08,770.13,779.73,786.25,790.40,786.46,789.39,764.83,752.24,759.35,765.32,764.06,764.06,762.36,755.48,754.49,752.24,782.62,791.81
76291201.00000,804.46,805.07,770.61,771.90,747.08,770.13,779.72,786.25,790.40,786.45,789.39,764.82,752.23,759.35,765.32,764.06,764.06,762.36,755.48,754.49,752.23,782.62,791.81
76377601.00000,804.46,805.07,770.61,771.90,747.08,770.13,779.72,786.25,790.40,786.45,789.38,764.82,752.23,759.35,765.32,764.06,764.06,762.36,755.48,754.48,752.23,782.62,791.81
76464001.00000,804.46,805.07,770.61,771.90,747.08,770.12,779.72,786.24,790.39,786.45,789.38,764.81,752.23,759.34,765.32,764.06,764.06,762.35,755.48,754.48,752.23,782.62,791.81
76550401.00000,804.46,805.07,770.61,771.90,747.07,770.12,779.72,786.24,790.39,786.45,789.38,764.81,752.22,759.34,765.32,764.06,764.06,762.35,755.47,754.48,752.22,782.62,791.80
76636801.00000,804.45,805.06,770.61,771.90,747.07,770.12,779.72,786.24,790.39,786.45,789.38,764.80,752.22,759.34,765.32,764.06,764.06,762.35,755.47,754.48,752.22,782.62,791.80
76723201.00000,804.45,805.06,770.61,771.89,747.07,770.12,779.72,786.24,790.39,786.45,789.38,764.80,752.22,759.33,765.31,764.05,764.05,762.35,755.47,754.48,752.22,782.61,791.80
76809601.00000,804.45,805.06,770.61,771.89,747.07,770.12,779.71,786.24,790.39,786.45,789.38,764.79,752.22,759.33,765.31,764.05,764.05,762.35,755.47,754.48,752.22,782.61,791.80
76896001.00000,804.45,805.06,770.60,771.89,747.07,770.12,779.71,786.24,790.39,786.45,789.38,764.79,752.21,759.33,765.31,764.05,764.05,762.35,755.47,754.48,752.21,782.61,791.79
76982401.00000,804.45,805.06,770.60,771.89,747.07,770.11,779.71,786.23,790.39,786.45,789.38,764.78,752.21,759.33,765.31,764.05,764.05,762.35,755.47,754.47,752.21,782.61,791.79
77068801.00000,804.45,805.05,770.60,771.89,747.07,770.11,779.71,786.23,790.38,786.44,789.38,764.78,752.21,759.32,765.31,764.05,764.05,762.34,755.46,754.47,752.21,782.61,791.79
77155201.00000,804.45,805.05,770.60,771.89,747.07,770.11,779.71,786.23,790.38,786.44,789.38,764.77,752.20,759.32,765.31,764.05,764.05,762.34,755.46,754.47,752.20,782.61,791.79
77241601.00000,804.45,805.05,770.60,771.89,747.07,770.11,779.71,786.23,790.38,786.44,789.38,764.77,752.20,759.32,765.31,764.05,764.05,762.34,755.46,754.47,752.20,782.60,791.79
77328001.00000,804.44,805.05,770.60,771.88,747.07,770.11,779.70,786.23,790.38,786.44,789.37,764.76,752.20,759.32,765.31,764.05,764.05,762.34,755.46,754.47,752.20,782.60,791.78
77414401.00000,804.44,805.05,770.60,771.88,747.07,770.10,779.70,786.23,790.38,786.44,789.37,764.76,752.19,759.31,765.30,764.04,764.04,762.34,755.46,754.47,752.19,782.60,791.78
77500801.00000,804.44,805.04,770.60,771.88,747.07,770.10,779.70,786.23,790.38,786.44,789.37,764.75,752.19,759.31,765.30,764.04,764.04,762.34,755.45,754.47,752.19,782.60,791.78
77587201.00000,804.44,805.04,770.60,771.88,747.07,770.10,779.70,786.22,790.38,786.44,789.37,764.75,752.19,759.31,765.30,764.04,764.04,762.34,755.45,754.46,752.19,782.60,791.78
77673601.00000,804.44,805.04,770.60,771.88,747.07,770.10,779.70,786.22,790.37,786.44,789.37,764.74,752.19,759.30,765.30,764.04,764.04,762.34,755.45,754.46,752.19,782.59,791.78
77760001.00000,804.44,805.04,770.60,771.88,747.07,770.10,779.69,786.22,790.37,786.44,789.37,764.74,752.18,759.30,765.30,764.04,764.04,762.33,755.45,754.46,752.18,782.59,791.77
77846401.00000,804.44,805.04,770.60,771.88,747.07,770.10,779.69,786.22,790.37,786.43,789.37,764.73,752.18,759.30,765.30,764.04,764.04,762.33,755.45,754.46,752.18,782.59,791.77
77932801.00000,804.43,805.04,770.59,771.87,747.07,770.09,779.69,786.22,790.37,786.43,789.37,764.73,752.18,759.30,765.30,764.04,764.04,762.33,755.45,754.46,752.18,782.59,791.77
78019201.00000,804.43,805.03,770.59,771.87,747.07,770.09,779.69,786.22,790.37,786.43,789.37,764.72,752.17,759.29,765.30,764.04,764.04,762.33,755.44,754.46,752.17,782.59,791.77
78105601.00000,804.43,805.03,770.59,771.87,747.07,770.09,779.69,786.21,790.37,786.43,789.37,764.72,752.17,759.29,765.29,764.03,764.03,762.33,755.44,754.46,752.17,782.59,791.76
78192001.00000,804.43,805.03,770.59,771.87,747.07,770.09,779.69,786.21,790.37,786.43,789.37,764.71,752.17,759.29,765.29,764.03,764.03,762.33,755.44,754.45,752.17,782.58,791.76
78278401.00000,804.43,805.03,770.59,771.87,747.07,770.09,779.68,786.21,790.36,786.43,789.36,764.71,752.16,759.29,765.29,764.03,764.03,762.33,755.44,754.45,752.16,782.58,791.76
78364801.00000,804.43,805.03,770.59,771.87,747.07,770.08,779.68,786.21,790.36,786.43,789.36,764.70,752.16,759.28,765.29,764.03,764.03,762.32,755.44,754.45,752.16,782.58,791.76
78451201.00000,804.43,805.02,770.59,771.87,747.07,770.08,779.68,786.21,790.36,786.43,789.36,764.70,752.16,759.28,765.29,764.03,764.03,762.32,755.43,754.45,752.16,782.58,791.76
78537601.00000,804.43,805.02,770.59,771.87,747.07,770.08,779.68,786.21,790.36,786.43,789.36,764.69,752.16,759.28,765.29,764.03,764.03,762.32,755.43,754.45,752.16,782.58,791.75
78624001.00000,804.42,805.02,770.59,771.86,747.07,770.08,779.68,786.20,790.36,786.42,789.36,764.69,752.15,759.28,765.29,764.03,764.03,762.32,755.43,754.45,752.15,782.58,791.75
78710401.00000,804.42,805.02,770.59,771.86,747.07,770.08,779.68,786.20,790.36,786.42,789.36,764.68,752.15,759.27,765.28,764.03,764.03,762.32,755.43,754.45,752.15,782.57,791.75
78796801.00000,804.42,805.02,770.59,771.86,747.07,770.08,779.67,786.20,790.36,786.42,789.36,764.68,752.15,759.27,765.28,764.02,764.02,762.32,755.43,754.45,752.15,782.57,791.75
78883201.00000,804.42,805.02,770.59,771.86,747.07,770.07,779.67,786.20,790.35,786.42,789.36,764.67,752.14,759.27,765.28,764.02,764.02,762.32,755.43,754.44,752.14,782.57,791.74
78969601.00000,804.42,805.01,770.59,771.86,747.07,770.07,779.67,786.20,790.35,786.42,789.36,764.67,752.14,759.26,765.28,764.02,764.02,762.32,755.42,754.44,752.14,782.57,791.74
79056001.00000,804.42,805.01,770.58,771.86,747.07,770.07,779.67,786.20,790.35,786.42,789.36,764.66,752.14,759.26,765.28,764.02,764.02,762.31,755.42,754.44,752.14,782.57,791.74
79142401.00000,804.42,805.01,770.58,771.86,747.07,770.07,779.67,786.20,790.35,786.42,789.36,764.66,752.13,759.26,765.28,764.02,764.02,762.31,755.42,754.44,752.13,782.57,791.74
79228801.00000,804.42,805.01,770.58,771.85,747.07,770.07,779.67,786.19,790.35,786.42,789.35,764.65,752.13,759.26,765.28,764.02,764.02,762.31,755.42,754.44,752.13,782.56,791.74
79315201.00000,804.41,805.01,770.58,771.85,747.07,770.06,779.66,786.19,790.35,786.42,789.35,764.65,752.13,759.25,765.28,764.02,764.02,762.31,755.42,754.44,752.13,782.56,791.73
79401601.00000,804.41,805.00,770.58,771.85,747.07,770.06,779.66,786.19,790.35,786.41,789.35,764.64,752.13,759.25,765.27,764.02,764.02,762.31,755.42,754.44,752.13,782.56,791.73
79488001.00000,804.41,805.00,770.58,771.85,747.07,770.06,779.66,786.19,790.34,786.41,789.35,764.64,752.12,759.25,765.27,764.02,764.02,762.31,755.41,754.43,752.12,782.56,791.73
79574401.00000,804.41,805.00,770.58,771.85,747.07,770.06,779.66,786.19,790.34,786.41,789.35,764.63,752.12,759.25,765.27,764.01,764.01,762.31,755.41,754.43,752.12,782.56,791.73
79660801.00000,804.41,805.00,770.58,771.85,747.07,770.06,779.66,786.19,790.34,786.41,789.35,764.63,752.12,759.24,765.27,764.01,764.01,762.30,755.41,754.43,752.12,782.56,791.72
79747201.00000,804.41,805.00,770.58,771.85,747.07,770.06,779.65,786.18,790.34,786.41,789.35,764.62,752.11,759.24,765.27,764.01,764.01,762.30,755.41,754.43,752.11,782.55,791.72
79833601.00000,804.41,804.99,770.58,771.85,747.07,770.05,779.65,786.18,790.34,786.41,789.35,764.62,752.11,759.24,765.27,764.01,764.01,762.30,755.41,754.43,752.11,782.55,791.72
79920001.00000,804.41,804.99,770.58,771.84,747.07,770.05,779.65,786.18,790.34,786.41,789.35,764.61,752.11,759.23,765.27,764.01,764.01,762.30,755.40,754.43,752.11,782.55,791.72
80006401.00000,804.40,804.99,770.58,771.84,747.07,770.05,779.65,786.18,790.34,786.41,789.35,764.61,752.10,759.23,765.27,764.01,764.01,762.30,755.40,754.43,752.10,782.55,791.72
80092801.00000,804.40,804.99,770.58,771.84,747.07,770.05,779.65,786.18,790.33,786.41,789.35,764.60,752.10,759.23,765.26,764.01,764.01,762.30,755.40,754.42,752.10,782.55,791.71
80179201.00000,804.40,804.99,770.57,771.84,747.07,770.05,779.65,786.18,790.33,786.40,789.34,764.60,752.10,759.23,765.26,764.01,764.01,762.30,755.40,754.42,752.10,782.55,791.71
80265601.00000,804.40,804.99,770.57,771.84,747.07,770.04,779.64,786.18,790.33,786.40,789.34,764.59,752.10,759.22,765.26,764.00,764.00,762.30,755.40,754.42,752.10,782.54,791.71
80352001.00000,804.40,804.98,770.57,771.84,747.07,770.04,779.64,786.17,790.33,786.40,789.34,764.59,752.09,759.22,765.26,764.00,764.00,762.29,755.40,754.42,752.09,782.54,791.71
80438401.00000,804.40,804.98,770.57,771.84,747.07,770.04,779.64,786.17,790.33,786.40,789.34,764.58,752.09,759.22,765.26,764.00,764.00,762.29,755.39,754.42,752.09,782.54,791.71
80524801.00000,804.40,804.98,770.57,771.84,747.07,770.04,779.64,786.17,790.33,786.40,789.34,764.58,752.09,759.22,765.26,764.00,764.00,762.29,755.39,754.42,752.09,782.54,791.70
80611201.00000,804.40,804.98,770.57,771.83,747.07,770.04,779.64,786.17,790.33,786.40,789.34,764.57,752.08,759.21,765.26,764.00,764.00,762.29,755.39,754.42,752.08,782.54,791.70
80697601.00000,804.39,804.98,770.57,771.83,747.07,770.04,779.64,786.17,790.32,786.40,789.34,764.57,752.08,759.21,765.26,764.00,764.00,762.29,755.39,754.42,752.08,782.53,791.70
80784001.00000,804.39,804.97,770.57,771.83,747.07,770.03,779.63,786.17,790.32,786.40,789.34,764.56,752.08,759.21,765.25,764.00,764.00,762.29,755.39,754.41,752.08,782.53,791.70
80870401.00000,804.39,804.97,770.57,771.83,747.07,770.03,779.63,786.17,790.32,786.40,789.34,764.56,752.07,759.20,765.25,764.00,764.00,762.29,755.39,754.41,752.07,782.53,791.69
80956801.00000,804.39,804.97,770.57,771.83,747.06,770.03,779.63,786.16,790.32,786.39,789.34,764.55,752.07,759.20,765.25,763.99,763.99,762.28,755.38,754.41,752.07,782.53,791.69
81043201.00000,804.39,804.97,770.57,771.83,747.06,770.03,779.63,786.16,790.32,786.39,789.34,764.55,752.07,759.20,765.25,763.99,763.99,762.28,755.38,754.41,752.07,782.53,791.69
81129601.00000,804.39,804.97,770.57,771.83,747.06,770.03,779.63,786.16,790.32,786.39,789.33,764.54,752.06,759.20,765.25,763.99,763.99,762.28,755.38,754.41,752.06,782.53,791.69
81216001.00000,804.39,804.97,770.56,771.82,747.06,770.02,779.63,786.16,790.32,786.39,789.33,764.54,752.06,759.19,765.25,763.99,763.99,762.28,755.38,754.41,752.06,782.52,791.69
81302401.00000,804.39,804.96,770.56,771.82,747.06,770.02,779.62,786.16,790.31,786.39,789.33,764.53,752.06,759.19,765.25,763.99,763.99,762.28,755.38,754.41,752.06,782.52,791.68
81388801.00000,804.39,804.96,770.56,771.82,747.06,770.02,779.62,786.16,790.31,786.39,789.33,764.53,752.06,759.19,765.25,763.99,763.99,762.28,755.37,754.40,752.06,782.52,791.68
81475201.00000,804.38,804.96,770.56,771.82,747.06,770.02,779.62,786.15,790.31,786.39,789.33,764.52,752.05,759.19,765.24,763.99,763.99,762.28,755.37,754.40,752.05,782.52,791.68
81561601.00000,804.38,804.96,770.56,771.82,747.06,770.02,779.62,786.15,790.31,786.39,789.33,764.52,752.05,759.18,765.24,763.99,763.99,762.28,755.37,754.40,752.05,782.52,791.68
81648001.00000,804.38,804.96,770.56,771.82,747.06,770.02,779.62,786.15,790.31,786.39,789.33,764.51,752.05,759.18,765.24,763.99,763.99,762.27,755.37,754.40,752.05,782.52,791.68
81734401.00000,804.38,804.95,770.56,771.82,747.06,770.01,779.62,786.15,790.31,786.38,789.33,764.50,752.04,759.18,765.24,763.98,763.98,762.27,755.37,754.40,752.04,782.51,791.67
81820801.00000,804.38,804.95,770.56,771.82,747.06,770.01,779.61,786.15,790.31,786.38,789.33,764.50,752.04,759.17,765.24,763.98,763.98,762.27,755.37,754.40,752.04,782.51,791.67
81907201.00000,804.38,804.95,770.56,771.81,747.06,770.01,779.61,786.15,790.30,786.38,789.33,764.49,752.04,759.17,765.24,763.98,763.98,762.27,755.36,754.40,752.04,782.51,791.67
81993601.00000,804.38,804.95,770.56,771.81,747.06,770.01,779.61,786.15,790.30,786.38,789.33,764.49,752.03,759.17,765.24,763.98,763.98,762.27,755.36,754.39,752.03,782.51,791.67
82080001.00000,804.38,804.95,770.56,771.81,747.06,770.01,779.61,786.14,790.30,786.38,789.32,764.48,752.03,759.17,765.24,763.98,763.98,762.27,755.36,754.39,752.03,782.51,791.66
82166401.00000,804.37,804.94,770.56,771.81,747.06,770.00,779.61,786.14,790.30,786.38,789.32,764.48,752.03,759.16,765.23,763.98,763.98,762.27,755.36,754.39,752.03,782.51,791.66
82252801.00000,804.37,804.94,770.56,771.81,747.06,770.00,779.61,786.14,790.30,786.38,789.32,764.47,752.02,759.16,765.23,763.98,763.98,762.27,755.36,754.39,752.02,782.50,791.66
82339201.00000,804.37,804.94,770.55,771.81,747.06,770.00,779.60,786.14,790.30,786.38,789.32,764.47,752.02,759.16,765.23,763.98,763.98,762.26,755.36,754.39,752.02,782.50,791.66
82425601.00000,804.37,804.94,770.55,771.81,747.06,770.00,779.60,786.14,790.30,786.38,789.32,764.46,752.02,759.16,765.23,763.97,763.97,762.26,755.35,754.39,752.02,782.50,791.66
82512001.00000,804.37,804.94,770.55,771.81,747.06,770.00,779.60,786.14,790.29,786.38,789.32,764.46,752.02,759.15,765.23,763.97,763.97,762.26,755.35,754.39,752.02,782.50,791.65
82598401.00000,804.37,804.94,770.55,771.80,747.06,770.00,779.60,786.14,790.29,786.37,789.32,764.45,752.01,759.15,765.23,763.97,763.97,762.26,755.35,754.39,752.01,782.50,791.65
82684801.00000,804.37,804.93,770.55,771.80,747.06,769.99,779.60,786.13,790.29,786.37,789.32,764.45,752.01,759.15,765.23,763.97,763.97,762.26,755.35,754.38,752.01,782.49,791.65
82771201.00000,804.37,804.93,770.55,771.80,747.06,769.99,779.59,786.13,790.29,786.37,789.32,764.44,752.01,759.14,765.23,763.97,763.97,762.26,755.35,754.38,752.01,782.49,791.65
82857601.00000,804.36,804.93,770.55,771.80,747.06,769.99,779.59,786.13,790.29,786.37,789.32,764.44,752.00,759.14,765.22,763.97,763.97,762.26,755.34,754.38,752.00,782.49,791.64
82944001.00000,804.36,804.93,770.55,771.80,747.06,769.99,779.59,786.13,790.29,786.37,789.31,764.43,752.00,759.14,765.22,763.97,763.97,762.25,755.34,754.38,752.00,782.49,791.64
83030401.00000,804.36,804.93,770.55,771.80,747.06,769.99,779.59,786.13,790.29,786.37,789.31,764.43,752.00,759.14,765.22,763.97,763.97,762.25,755.34,754.38,752.00,782.49,791.64
83116801.00000,804.36,804.92,770.55,771.80,747.06,769.98,779.59,786.13,790.28,786.37,789.31,764.42,751.99,759.13,765.22,763.96,763.96,762.25,755.34,754.38,751.99,782.49,791.64
83203201.00000,804.36,804.92,770.55,771.79,747.06,769.98,779.59,786.12,790.28,786.37,789.31,764.42,751.99,759.13,765.22,763.96,763.96,762.25,755.34,754.38,751.99,782.48,791.64
83289601.00000,804.36,804.92,770.55,771.79,747.06,769.98,779.58,786.12,790.28,786.37,789.31,764.41,751.99,759.13,765.22,763.96,763.96,762.25,755.34,754.37,751.99,782.48,791.63
83376001.00000,804.36,804.92,770.54,771.79,747.06,769.98,779.58,786.12,790.28,786.36,789.31,764.41,751.98,759.13,765.22,763.96,763.96,762.25,755.33,754.37,751.98,782.48,791.63
83462401.00000,804.36,804.92,770.54,771.79,747.06,769.98,779.58,786.12,790.28,786.36,789.31,764.40,751.98,759.12,765.22,763.96,763.96,762.25,755.33,754.37,751.98,782.48,791.63
83548801.00000,804.35,804.92,770.54,771.79,747.06,769.98,779.58,786.12,790.28,786.36,789.31,764.40,751.98,759.12,765.21,763.96,763.96,762.25,755.33,754.37,751.98,782.48,791.63
83635201.00000,804.35,804.91,770.54,771.79,747.06,769.97,779.58,786.12,790.28,786.36,789.31,764.39,751.98,759.12,765.21,763.96,763.96,762.24,755.33,754.37,751.98,782.48,791.63
83721601.00000,804.35,804.91,770.54,771.79,747.06,769.97,779.58,786.12,790.27,786.36,789.31,764.39,751.97,759.11,765.21,763.96,763.96,762.24,755.33,754.37,751.97,782.47,791.62
83808001.00000,804.35,804.91,770.54,771.79,747.06,769.97,779.57,786.11,790.27,786.36,789.31,764.38,751.97,759.11,765.21,763.96,763.96,762.24,755.33,754.37,751.97,782.47,791.62
83894401.00000,804.35,804.91,770.54,771.78,747.06,769.97,779.57,786.11,790.27,786.36,789.30,764.38,751.97,759.11,765.21,763.95,763.95,762.24,755.32,754.37,751.97,782.47,791.62
83980801.00000,804.35,804.91,770.54,771.78,747.06,769.97,779.57,786.11,790.27,786.36,789.30,764.37,751.96,759.11,765.21,763.95,763.95,762.24,755.32,754.36,751.96,782.47,791.62
84067201.00000,804.35,804.90,770.54,771.78,747.06,769.96,779.57,786.11,790.27,786.36,789.30,764.37,751.96,759.10,765.21,763.95,763.95,762.24,755.32,754.36,751.96,782.47,791.61
84153601.00000,804.35,804.90,770.54,771.78,747.06,769.96,779.57,786.11,790.27,786.35,789.30,764.36,751.96,759.10,765.21,763.95,763.95,762.24,755.32,754.36,751.96,782.46,791.61
84240001.00000,804.35,804.90,770.54,771.78,747.06,769.96,779.57,786.11,790.27,786.35,789.30,764.36,751.95,759.10,765.20,763.95,763.95,762.24,755.32,754.36,751.95,782.46,791.61
84326401.00000,804.34,804.90,770.54,771.78,747.06,769.96,779.56,786.11,790.26,786.35,789.30,764.35,751.95,759.10,765.20,763.95,763.95,762.23,755.31,754.36,751.95,782.46,791.61
84412801.00000,804.34,804.90,770.54,771.78,747.06,769.96,779.56,786.10,790.26,786.35,789.30,764.35,751.95,759.09,765.20,763.95,763.95,762.23,755.31,754.36,751.95,782.46,791.61
84499201.00000,804.34,804.89,770.53,771.78,747.06,769.96,779.56,786.10,790.26,786.35,789.30,764.34,751.94,759.09,765.20,763.95,763.95,762.23,755.31,754.36,751.94,782.46,791.60
84585601.00000,804.34,804.89,770.53,771.77,747.06,769.95,779.56,786.10,790.26,786.35,789.30,764.34,751.94,759.09,765.20,763.94,763.94,762.23,755.31,754.35,751.94,782.46,791.60
84672001.00000,804.34,804.89,770.53,771.77,747.05,769.95,779.56,786.10,790.26,786.35,789.30,764.33,751.94,759.08,765.20,763.94,763.94,762.23,755.31,754.35,751.94,782.45,791.60
84758401.00000,804.34,804.89,770.53,771.77,747.05,769.95,779.56,786.10,790.26,786.35,789.29,764.33,751.94,759.08,765.20,763.94,763.94,762.23,755.31,754.35,751.94,782.45,791.60
84844801.00000,804.34,804.89,770.53,771.77,747.05,769.95,779.55,786.10,790.26,786.35,789.29,764.32,751.93,759.08,765.20,763.94,763.94,762.23,755.30,754.35,751.93,782.45,791.60
84931201.00000,804.34,804.89,770.53,771.77,747.05,769.95,779.55,786.10,790.25,786.34,789.29,764.32,751.93,759.08,765.19,763.94,763.94,762.23,755.30,754.35,751.93,782.45,791.59
85017601.00000,804.33,804.88,770.53,771.77,747.05,769.95,779.55,786.09,790.25,786.34,789.29,764.31,751.93,759.07,765.19,763.94,763.94,762.22,755.30,754.35,751.93,782.45,791.59
85104001.00000,804.33,804.88,770.53,771.77,747.05,769.94,779.55,786.09,790.25,786.34,789.29,764.31,751.92,759.07,765.19,763.94,763.94,762.22,755.30,754.35,751.92,782.45,791.59
85190401.00000,804.33,804.88,770.53,771.76,747.05,769.94,779.55,786.09,790.25,786.34,789.29,764.30,751.92,759.07,765.19,763.94,763.94,762.22,755.30,754.35,751.92,782.44,791.59
85276801.00000,804.33,804.88,770.53,771.76,747.05,769.94,779.55,786.09,790.25,786.34,789.29,764.30,751.92,759.07,765.19,763.94,763.94,762.22,755.30,754.34,751.92,782.44,791.58
85363201.00000,804.33,804.88,770.53,771.76,747.05,769.94,779.54,786.09,790.25,786.34,789.29,764.29,751.91,759.06,765.19,763.93,763.93,762.22,755.29,754.34,751.91,782.44,791.58
85449601.00000,804.33,804.87,770.53,771.76,747.05,769.94,779.54,786.09,790.25,786.34,789.29,764.29,751.91,759.06,765.19,763.93,763.93,762.22,755.29,754.34,751.91,782.44,791.58
85536001.00000,804.33,804.87,770.53,771.76,747.05,769.93,779.54,786.08,790.25,786.34,789.29,764.28,751.91,759.06,765.19,763.93,763.93,762.22,755.29,754.34,751.91,782.44,791.58
85622401.00000,804.33,804.87,770.52,771.76,747.05,769.93,779.54,786.08,790.24,786.34,789.29,764.27,751.90,759.05,765.18,763.93,763.93,762.21,755.29,754.34,751.90,782.43,791.58
85708801.00000,804.33,804.87,770.52,771.76,747.05,769.93,779.54,786.08,790.24,786.34,789.28,764.27,751.90,759.05,765.18,763.93,763.93,762.21,755.29,754.34,751.90,782.43,791.57
85795201.00000,804.32,804.87,770.52,771.76,747.05,769.93,779.54,786.08,790.24,786.33,789.28,764.26,751.90,759.05,765.18,763.93,763.93,762.21,755.29,754.34,751.90,782.43,791.57
85881601.00000,804.32,804.87,770.52,771.75,747.05,769.93,779.53,786.08,790.24,786.33,789.28,764.26,751.89,759.05,765.18,763.93,763.93,762.21,755.28,754.33,751.89,782.43,791.57
85968001.00000,804.32,804.86,770.52,771.75,747.05,769.93,779.53,786.08,790.24,786.33,789.28,764.25,751.89,759.04,765.18,763.93,763.93,762.21,755.28,754.33,751.89,782.43,791.57
86054401.00000,804.32,804.86,770.52,771.75,747.05,769.92,779.53,786.08,790.24,786.33,789.28,764.25,751.89,759.04,765.18,763.92,763.92,762.21,755.28,754.33,751.89,782.43,791.57
86140801.00000,804.32,804.86,770.52,771.75,747.05,769.92,779.53,786.07,790.24,786.33,789.28,764.24,751.89,759.04,765.18,763.92,763.92,762.21,755.28,754.33,751.89,782.42,791.56
