time,P-MS-2,P-MS-1,P-LZ-4,P-M-6,P-VR-1,P-GAL-S1,P-GAL-S2,P-GAL-S3,P-GAL-S4,P-GAL-S5,P-GAL-S6A,P-E3-S6_1,P-RN-S7_1,P-VR-S_1,P-E3-S6_2,P-E3-S6_3,P-E3-S6_4,P-E3-S6_5,P-VR-S_2,P-VR-S_3,P-RN-S7_2,P-RN-S7_3,P-RN-S7_4
25747201.00000,805.41,806.02,771.06,772.70,747.88,771.49,781.00,787.31,791.42,787.10,789.72,767.29,753.74,760.83,766.15,764.87,764.87,763.35,757.01,755.81,753.74,783.36,793.32
25833601.00000,805.41,806.02,771.06,772.70,747.88,771.49,781.00,787.31,791.42,787.10,789.72,767.29,753.73,760.82,766.15,764.87,764.87,763.35,757.00,755.81,753.73,783.36,793.32
25920001.00000,805.41,806.02,771.06,772.70,747.88,771.49,781.00,787.31,791.42,787.10,789.72,767.29,753.73,760.82,766.15,764.87,764.87,763.35,757.00,755.81,753.73,783.36,793.32
26006401.00000,805.41,806.02,771.06,772.70,747.87,771.49,781.00,787.30,791.41,787.10,789.72,767.29,753.73,760.82,766.14,764.87,764.87,763.35,757.00,755.80,753.73,783.36,793.32
26092801.00000,805.41,806.02,771.06,772.69,747.87,771.49,780.99,787.30,791.41,787.10,789.72,767.28,753.73,760.82,766.14,764.87,764.87,763.35,756.99,755.80,753.73,783.36,793.31
26179201.00000,805.41,806.02,771.06,772.69,747.87,771.48,780.99,787.30,791.41,787.10,789.72,767.28,753.73,760.81,766.14,764.86,764.86,763.35,756.99,755.80,753.73,783.36,793.31
26265601.00000,805.41,806.01,771.06,772.69,747.87,771.48,780.99,787.30,791.41,787.09,789.72,767.28,753.72,760.81,766.14,764.86,764.86,763.35,756.98,755.79,753.72,783.36,793.31
26352001.00000,805.41,806.01,771.06,772.69,747.87,771.48,780.99,787.30,791.41,787.09,789.72,767.27,753.72,760.81,766.14,764.86,764.86,763.34,756.98,755.79,753.72,783.36,793.31
26438401.00000,805.41,806.01,771.06,772.69,747.86,771.48,780.99,787.30,791.40,787.09,789.72,767.27,753.72,760.81,766.14,764.86,764.86,763.34,756.98,755.79,753.72,783.36,793.31
26524801.00000,805.41,806.01,771.06,772.69,747.86,771.48,780.98,787.30,791.40,787.09,789.72,767.27,753.72,760.81,766.14,764.86,764.86,763.34,756.97,755.78,753.72,783.36,793.31
26611201.00000,805.41,806.01,771.06,772.69,747.86,771.48,780.98,787.30,791.40,787.09,789.72,767.26,753.72,760.80,766.14,764.86,764.86,763.34,756.97,755.78,753.72,783.36,793.31
26697601.00000,805.40,806.01,771.06,772.69,747.86,771.48,780.98,787.30,791.40,787.09,789.72,767.26,753.71,760.80,766.14,764.86,764.86,763.34,756.97,755.78,753.71,783.36,793.31
26784001.00000,805.40,806.01,771.06,772.68,747.86,771.47,780.98,787.29,791.40,787.09,789.72,767.26,753.71,760.80,766.14,764.86,764.86,763.34,756.96,755.77,753.71,783.36,793.31
26870401.00000,805.40,806.01,771.06,772.68,747.85,771.47,780.98,787.29,791.39,787.09,789.72,767.26,753.71,760.80,766.13,764.86,764.86,763.34,756.96,755.77,753.71,783.35,793.31
26956801.00000,805.40,806.01,771.06,772.68,747.85,771.47,780.97,787.29,791.39,787.09,789.72,767.25,753.71,760.79,766.13,764.86,764.86,763.34,756.96,755.77,753.71,783.35,793.30
27043201.00000,805.40,806.01,771.06,772.68,747.85,771.47,780.97,787.29,791.39,787.09,789.72,767.25,753.71,760.79,766.13,764.86,764.86,763.34,756.95,755.76,753.71,783.35,793.30
27129601.00000,805.40,806.01,771.06,772.68,747.85,771.47,780.97,787.29,791.39,787.09,789.72,767.25,753.70,760.79,766.13,764.86,764.86,763.34,756.95,755.76,753.70,783.35,793.30
27216001.00000,805.40,806.01,771.06,772.68,747.85,771.47,780.97,787.29,791.39,787.08,789.72,767.24,753.70,760.79,766.13,764.86,764.86,763.34,756.94,755.76,753.70,783.35,793.30
27302401.00000,805.40,806.01,771.05,772.68,747.84,771.47,780.97,787.29,791.38,787.08,789.72,767.24,753.70,760.78,766.13,764.85,764.85,763.34,756.94,755.75,753.70,783.35,793.30
27388801.00000,805.40,806.01,771.05,772.68,747.84,771.47,780.96,787.29,791.38,787.08,789.72,767.24,753.70,760.78,766.13,764.85,764.85,763.33,756.94,755.75,753.70,783.35,793.30
27475201.00000,805.40,806.01,771.05,772.68,747.84,771.46,780.96,787.29,791.38,787.08,789.72,767.23,753.70,760.78,766.13,764.85,764.85,763.33,756.93,755.75,753.70,783.35,793.30
27561601.00000,805.40,806.01,771.05,772.68,747.84,771.46,780.96,787.29,791.38,787.08,789.72,767.23,753.69,760.78,766.13,764.85,764.85,763.33,756.93,755.74,753.69,783.35,793.30
27648001.00000,805.40,806.01,771.05,772.68,747.84,771.46,780.96,787.28,791.38,787.08,789.72,767.23,753.69,760.78,766.13,764.85,764.85,763.33,756.93,755.74,753.69,783.35,793.30
27734401.00000,805.40,806.01,771.05,772.67,747.83,771.46,780.96,787.28,791.37,787.08,789.72,767.22,753.69,760.77,766.12,764.85,764.85,763.33,756.92,755.74,753.69,783.35,793.30
27820801.00000,805.40,806.01,771.05,772.67,747.83,771.46,780.95,787.28,791.37,787.08,789.72,767.22,753.69,760.77,766.12,764.85,764.85,763.33,756.92,755.73,753.69,783.35,793.30
27907201.00000,805.40,806.01,771.05,772.67,747.83,771.46,780.95,787.28,791.37,787.08,789.72,767.22,753.68,760.77,766.12,764.85,764.85,763.33,756.92,755.73,753.68,783.35,793.30
27993601.00000,805.40,806.01,771.05,772.67,747.83,771.46,780.95,787.28,791.37,787.08,789.72,767.21,753.68,760.77,766.12,764.85,764.85,763.33,756.91,755.73,753.68,783.35,793.29
28080001.00000,805.40,806.00,771.05,772.67,747.83,771.46,780.95,787.28,791.37,787.08,789.72,767.21,753.68,760.76,766.12,764.85,764.85,763.33,756.91,755.73,753.68,783.34,793.29
28166401.00000,805.40,806.00,771.05,772.67,747.83,771.45,780.95,787.28,791.36,787.07,789.72,767.21,753.68,760.76,766.12,764.85,764.85,763.33,756.90,755.72,753.68,783.34,793.29
28252801.00000,805.40,806.00,771.05,772.67,747.82,771.45,780.94,787.28,791.36,787.07,789.71,767.20,753.68,760.76,766.12,764.85,764.85,763.33,756.90,755.72,753.68,783.34,793.29
28339201.00000,805.40,806.00,771.05,772.67,747.82,771.45,780.94,787.28,791.36,787.07,789.71,767.20,753.67,760.76,766.12,764.85,764.85,763.33,756.90,755.72,753.67,783.34,793.29
28425601.00000,805.40,806.00,771.05,772.67,747.82,771.45,780.94,787.28,791.36,787.07,789.71,767.20,753.67,760.75,766.12,764.85,764.85,763.33,756.89,755.71,753.67,783.34,793.29
28512001.00000,805.40,806.00,771.05,772.67,747.82,771.45,780.94,787.27,791.36,787.07,789.71,767.19,753.67,760.75,766.12,764.84,764.84,763.33,756.89,755.71,753.67,783.34,793.29
28598401.00000,805.39,806.00,771.05,772.67,747.82,771.45,780.94,787.27,791.35,787.07,789.71,767.19,753.67,760.75,766.12,764.84,764.84,763.32,756.89,755.71,753.67,783.34,793.29
28684801.00000,805.39,806.00,771.05,772.67,747.81,771.45,780.94,787.27,791.35,787.07,789.71,767.19,753.67,760.75,766.11,764.84,764.84,763.32,756.88,755.70,753.67,783.34,793.28
28771201.00000,805.39,806.00,771.05,772.66,747.81,771.44,780.93,787.27,791.35,787.07,789.71,767.19,753.66,760.74,766.11,764.84,764.84,763.32,756.88,755.70,753.66,783.34,793.28
28857601.00000,805.39,806.00,771.05,772.66,747.81,771.44,780.93,787.27,791.35,787.07,789.71,767.18,753.66,760.74,766.11,764.84,764.84,763.32,756.88,755.70,753.66,783.34,793.28
28944001.00000,805.39,806.00,771.05,772.66,747.81,771.44,780.93,787.27,791.35,787.07,789.71,767.18,753.66,760.74,766.11,764.84,764.84,763.31,756.87,755.69,753.66,783.34,793.27
29030401.00000,805.38,806.00,771.05,772.66,747.81,771.44,780.93,787.27,791.34,787.07,789.71,767.18,753.66,760.74,766.11,764.84,764.84,763.31,756.87,755.69,753.66,783.34,793.27
29116801.00000,805.38,806.00,771.05,772.65,747.81,771.44,780.93,787.26,791.34,787.06,789.71,767.17,753.66,760.74,766.11,764.84,764.84,763.31,756.87,755.69,753.66,783.34,793.27
29203201.00000,805.38,806.00,771.05,772.65,747.80,771.44,780.92,787.26,791.34,787.06,789.71,767.17,753.65,760.73,766.11,764.84,764.84,763.31,756.86,755.69,753.65,783.34,793.26
29289601.00000,805.38,806.00,771.05,772.65,747.80,771.43,780.92,787.26,791.34,787.06,789.71,767.17,753.65,760.73,766.11,764.84,764.84,763.30,756.86,755.68,753.65,783.34,793.26
29376001.00000,805.37,806.00,771.05,772.65,747.80,771.43,780.92,787.26,791.34,787.06,789.71,767.17,753.65,760.73,766.11,764.84,764.84,763.30,756.86,755.68,753.65,783.33,793.25
29462401.00000,805.37,805.99,771.04,772.65,747.80,771.43,780.92,787.26,791.34,787.06,789.71,767.16,753.65,760.73,766.11,764.83,764.83,763.30,756.85,755.68,753.65,783.33,793.25
29548801.00000,805.37,805.99,771.04,772.64,747.80,771.43,780.92,787.26,791.33,787.06,789.71,767.16,753.65,760.72,766.10,764.83,764.83,763.29,756.85,755.67,753.65,783.33,793.25
29635201.00000,805.37,805.99,771.04,772.64,747.79,771.43,780.91,787.25,791.33,787.06,789.71,767.16,753.64,760.72,766.10,764.83,764.83,763.29,756.85,755.67,753.64,783.33,793.24
29721601.00000,805.37,805.99,771.04,772.64,747.79,771.42,780.91,787.25,791.33,787.06,789.71,767.15,753.64,760.72,766.10,764.83,764.83,763.29,756.84,755.67,753.64,783.33,793.24
29808001.00000,805.36,805.99,771.04,772.64,747.79,771.42,780.91,787.25,791.33,787.06,789.71,767.15,753.64,760.72,766.10,764.83,764.83,763.29,756.84,755.66,753.64,783.33,793.24
29894401.00000,805.36,805.99,771.04,772.63,747.79,771.42,780.91,787.25,791.33,787.06,789.71,767.15,753.64,760.71,766.10,764.83,764.83,763.28,756.84,755.66,753.64,783.33,793.23
29980801.00000,805.36,805.99,771.04,772.63,747.79,771.42,780.91,787.25,791.32,787.06,789.71,767.14,753.64,760.71,766.10,764.83,764.83,763.28,756.83,755.66,753.64,783.33,793.23
30067201.00000,805.36,805.99,771.04,772.63,747.78,771.42,780.90,787.24,791.32,787.06,789.71,767.14,753.63,760.71,766.10,764.83,764.83,763.28,756.83,755.66,753.63,783.33,793.22
30153601.00000,805.35,805.99,771.04,772.63,747.78,771.41,780.90,787.24,791.32,787.05,789.71,767.14,753.63,760.71,766.10,764.83,764.83,763.28,756.83,755.65,753.63,783.33,793.22
30240001.00000,805.35,805.98,771.04,772.63,747.78,771.41,780.90,787.24,791.32,787.05,789.71,767.13,753.63,760.71,766.10,764.82,764.82,763.28,756.82,755.65,753.63,783.33,793.22
30326401.00000,805.35,805.98,771.04,772.62,747.78,771.41,780.90,787.24,791.32,787.05,789.71,767.13,753.63,760.70,766.10,764.82,764.82,763.27,756.82,755.65,753.63,783.33,793.21
30412801.00000,805.35,805.98,771.04,772.62,747.78,771.41,780.90,787.24,791.31,787.05,789.71,767.13,753.63,760.70,766.09,764.82,764.82,763.27,756.82,755.64,753.63,783.33,793.21
30499201.00000,805.34,805.98,771.04,772.62,747.77,771.40,780.89,787.23,791.31,787.05,789.71,767.13,753.62,760.70,766.09,764.82,764.82,763.27,756.81,755.64,753.62,783.33,793.21
30585601.00000,805.34,805.98,771.04,772.62,747.77,771.40,780.89,787.23,791.31,787.05,789.71,767.12,753.62,760.70,766.09,764.82,764.82,763.27,756.81,755.64,753.62,783.32,793.20
30672001.00000,805.34,805.98,771.04,772.62,747.77,771.40,780.89,787.23,791.31,787.05,789.71,767.12,753.62,760.69,766.09,764.82,764.82,763.26,756.81,755.64,753.62,783.32,793.20
30758401.00000,805.34,805.98,771.04,772.62,747.77,771.40,780.89,787.23,791.31,787.05,789.71,767.12,753.62,760.69,766.09,764.82,764.82,763.26,756.80,755.63,753.62,783.32,793.20
30844801.00000,805.34,805.98,771.04,772.62,747.77,771.39,780.88,787.23,791.31,787.05,789.71,767.11,753.62,760.69,766.09,764.82,764.82,763.26,756.80,755.63,753.62,783.32,793.19
30931201.00000,805.33,805.98,771.04,772.62,747.76,771.39,780.88,787.22,791.30,787.05,789.71,767.11,753.61,760.69,766.09,764.82,764.82,763.26,756.80,755.63,753.61,783.32,793.19
31017601.00000,805.33,805.97,771.04,772.62,747.76,771.39,780.88,787.22,791.30,787.05,789.71,767.11,753.61,760.68,766.09,764.81,764.81,763.25,756.79,755.62,753.61,783.32,793.19
31104001.00000,805.33,805.97,771.03,772.62,747.76,771.38,780.88,787.22,791.30,787.04,789.71,767.10,753.61,760.68,766.09,764.81,764.81,763.25,756.79,755.62,753.61,783.32,793.18
31190401.00000,805.33,805.97,771.03,772.62,747.76,771.38,780.88,787.22,791.30,787.04,789.71,767.10,753.61,760.68,766.08,764.81,764.81,763.25,756.79,755.62,753.61,783.32,793.18
31276801.00000,805.33,805.97,771.03,772.62,747.76,771.38,780.87,787.21,791.30,787.04,789.70,767.10,753.60,760.68,766.08,764.81,764.81,763.25,756.78,755.62,753.60,783.32,793.18
31363201.00000,805.32,805.97,771.03,772.62,747.76,771.38,780.87,787.21,791.29,787.04,789.70,767.09,753.60,760.67,766.08,764.81,764.81,763.25,756.78,755.61,753.60,783.32,793.17
31449601.00000,805.32,805.97,771.03,772.62,747.75,771.37,780.87,787.21,791.29,787.04,789.70,767.09,753.60,760.67,766.08,764.81,764.81,763.24,756.78,755.61,753.60,783.32,793.17
31536001.00000,805.32,805.97,771.03,772.61,747.75,771.37,780.87,787.21,791.29,787.04,789.70,767.09,753.60,760.67,766.08,764.81,764.81,763.24,756.77,755.61,753.60,783.32,793.16
31622401.00000,805.32,805.96,771.03,772.61,747.75,771.37,780.86,787.21,791.29,787.04,789.70,767.08,753.60,760.67,766.08,764.80,764.80,763.24,756.77,755.60,753.60,783.32,793.16
31708801.00000,805.31,805.96,771.03,772.61,747.75,771.37,780.86,787.20,791.29,787.04,789.70,767.08,753.59,760.67,766.08,764.80,764.80,763.24,756.77,755.60,753.59,783.32,793.16
31795201.00000,805.31,805.96,771.03,772.61,747.75,771.36,780.86,787.20,791.28,787.04,789.70,767.08,753.59,760.66,766.08,764.80,764.80,763.23,756.76,755.60,753.59,783.31,793.15
31881601.00000,805.31,805.96,771.03,772.61,747.74,771.36,780.86,787.20,791.28,787.04,789.70,767.07,753.59,760.66,766.08,764.80,764.80,763.23,756.76,755.60,753.59,783.31,793.15
31968001.00000,805.31,805.96,771.03,772.61,747.74,771.36,780.86,787.20,791.28,787.04,789.70,767.07,753.59,760.66,766.07,764.80,764.80,763.23,756.76,755.59,753.59,783.31,793.15
32054401.00000,805.31,805.96,771.03,772.61,747.74,771.36,780.85,787.20,791.28,787.03,789.70,767.07,753.59,760.66,766.07,764.80,764.80,763.23,756.75,755.59,753.59,783.31,793.14
32140801.00000,805.30,805.96,771.03,772.61,747.74,771.35,780.85,787.19,791.28,787.03,789.70,767.06,753.58,760.65,766.07,764.80,764.80,763.23,756.75,755.59,753.58,783.31,793.14
32227201.00000,805.30,805.96,771.03,772.61,747.74,771.35,780.85,787.19,791.28,787.03,789.70,767.06,753.58,760.65,766.07,764.79,764.79,763.22,756.75,755.58,753.58,783.31,793.14
32313601.00000,805.30,805.95,771.03,772.61,747.73,771.35,780.85,787.19,791.27,787.03,789.70,767.06,753.58,760.65,766.07,764.79,764.79,763.22,756.75,755.58,753.58,783.31,793.13
32400001.00000,805.30,805.95,771.03,772.60,747.73,771.34,780.84,787.19,791.27,787.03,789.70,767.05,753.58,760.65,766.07,764.79,764.79,763.22,756.74,755.58,753.58,783.31,793.13
32486401.00000,805.29,805.95,771.02,772.60,747.73,771.34,780.84,787.18,791.27,787.03,789.70,767.05,753.58,760.64,766.07,764.79,764.79,763.22,756.74,755.58,753.58,783.31,793.13
32572801.00000,805.29,805.95,771.02,772.60,747.73,771.34,780.84,787.18,791.27,787.03,789.70,767.05,753.57,760.64,766.07,764.79,764.79,763.21,756.74,755.57,753.57,783.31,793.12
32659201.00000,805.29,805.95,771.02,772.60,747.73,771.34,780.84,787.18,791.27,787.03,789.70,767.04,753.57,760.64,766.06,764.79,764.79,763.21,756.73,755.57,753.57,783.31,793.12
32745601.00000,805.29,805.95,771.02,772.60,747.72,771.33,780.83,787.18,791.26,787.03,789.70,767.04,753.57,760.64,766.06,764.79,764.79,763.21,756.73,755.57,753.57,783.31,793.12
32832001.00000,805.29,805.95,771.02,772.60,747.72,771.33,780.83,787.18,791.26,787.03,789.70,767.04,753.57,760.63,766.06,764.78,764.78,763.21,756.73,755.57,753.57,783.31,793.11
32918401.00000,805.28,805.94,771.02,772.60,747.72,771.33,780.83,787.17,791.26,787.03,789.70,767.03,753.56,760.63,766.06,764.78,764.78,763.21,756.72,755.56,753.56,783.30,793.11
33004801.00000,805.28,805.94,771.02,772.59,747.72,771.33,780.83,787.17,791.26,787.02,789.70,767.03,753.56,760.63,766.06,764.78,764.78,763.20,756.72,755.56,753.56,783.30,793.11
33091201.00000,805.28,805.94,771.02,772.59,747.72,771.32,780.83,787.17,791.26,787.02,789.70,767.02,753.56,760.63,766.06,764.78,764.78,763.20,756.72,755.56,753.56,783.30,793.10
33177601.00000,805.28,805.94,771.02,772.59,747.71,771.32,780.82,787.17,791.25,787.02,789.70,767.02,753.56,760.62,766.06,764.78,764.78,763.20,756.71,755.55,753.56,783.30,793.10
33264001.00000,805.28,805.94,771.02,772.59,747.71,771.32,780.82,787.17,791.25,787.02,789.70,767.02,753.56,760.62,766.06,764.78,764.78,763.20,756.71,755.55,753.56,783.30,793.10
33350401.00000,805.27,805.94,771.02,772.59,747.71,771.31,780.82,787.16,791.25,787.02,789.70,767.01,753.55,760.62,766.05,764.78,764.78,763.20,756.71,755.55,753.55,783.30,793.09
33436801.00000,805.27,805.94,771.02,772.59,747.71,771.31,780.82,787.16,791.25,787.02,789.70,767.01,753.55,760.62,766.05,764.77,764.77,763.19,756.70,755.55,753.55,783.30,793.09
33523201.00000,805.27,805.93,771.02,772.59,747.71,771.31,780.81,787.16,791.25,787.02,789.70,767.01,753.55,760.62,766.05,764.77,764.77,763.19,756.70,755.54,753.55,783.30,793.09
33609601.00000,805.27,805.93,771.02,772.59,747.70,771.31,780.81,787.16,791.25,787.02,789.70,767.00,753.55,760.61,766.05,764.77,764.77,763.19,756.70,755.54,753.55,783.30,793.08
33696001.00000,805.26,805.93,771.02,772.58,747.70,771.30,780.81,787.15,791.24,787.02,789.70,767.00,753.54,760.61,766.05,764.77,764.77,763.19,756.70,755.54,753.54,783.30,793.08
33782401.00000,805.26,805.93,771.01,772.58,747.70,771.30,780.81,787.15,791.24,787.02,789.70,767.00,753.54,760.61,766.05,764.77,764.77,763.18,756.69,755.53,753.54,783.30,793.08
33868801.00000,805.26,805.93,771.01,772.58,747.70,771.30,780.80,787.15,791.24,787.02,789.70,766.99,753.54,760.61,766.05,764.77,764.77,763.18,756.69,755.53,753.54,783.30,793.07
33955201.00000,805.26,805.93,771.01,772.58,747.70,771.29,780.80,787.15,791.24,787.01,789.70,766.99,753.54,760.60,766.04,764.77,764.77,763.18,756.69,755.53,753.54,783.29,793.07
34041601.00000,805.26,805.93,771.01,772.58,747.69,771.29,780.80,787.15,791.24,787.01,789.69,766.99,753.54,760.60,766.04,764.76,764.76,763.18,756.68,755.53,753.54,783.29,793.07
34128001.00000,805.25,805.92,771.01,772.58,747.69,771.29,780.80,787.14,791.23,787.01,789.69,766.98,753.53,760.60,766.04,764.76,764.76,763.18,756.68,755.52,753.53,783.29,793.06
34214401.00000,805.25,805.92,771.01,772.58,747.69,771.29,780.79,787.14,791.23,787.01,789.69,766.98,753.53,760.60,766.04,764.76,764.76,763.17,756.68,755.52,753.53,783.29,793.06
34300801.00000,805.25,805.92,771.01,772.57,747.69,771.28,780.79,787.14,791.23,787.01,789.69,766.98,753.53,760.59,766.04,764.76,764.76,763.17,756.67,755.52,753.53,783.29,793.06
34387201.00000,805.25,805.92,771.01,772.57,747.69,771.28,780.79,787.14,791.23,787.01,789.69,766.97,753.53,760.59,766.04,764.76,764.76,763.17,756.67,755.52,753.53,783.29,793.05
34473601.00000,805.25,805.92,771.01,772.57,747.68,771.28,780.79,787.13,791.23,787.01,789.69,766.97,753.53,760.59,766.04,764.76,764.76,763.17,756.67,755.51,753.53,783.29,793.05
34560001.00000,805.24,805.92,771.01,772.57,747.68,771.28,780.78,787.13,791.22,787.01,789.69,766.97,753.52,760.59,766.03,764.76,764.76,763.17,756.66,755.51,753.52,783.29,793.05
34646401.00000,805.24,805.91,771.01,772.57,747.68,771.27,780.78,787.13,791.22,787.01,789.69,766.96,753.52,760.58,766.03,764.75,764.75,763.16,756.66,755.51,753.52,783.29,793.04
34732801.00000,805.24,805.91,771.01,772.57,747.68,771.27,780.78,787.13,791.22,787.01,789.69,766.96,753.52,760.58,766.03,764.75,764.75,763.16,756.66,755.50,753.52,783.29,793.04
34819201.00000,805.24,805.91,771.01,772.57,747.68,771.27,780.78,787.13,791.22,787.00,789.69,766.95,753.52,760.58,766.03,764.75,764.75,763.16,756.66,755.50,753.52,783.29,793.04
34905601.00000,805.24,805.91,771.00,772.56,747.68,771.26,780.77,787.12,791.22,787.00,789.69,766.95,753.51,760.58,766.03,764.75,764.75,763.16,756.65,755.50,753.51,783.29,793.03
34992001.00000,805.23,805.91,771.00,772.56,747.67,771.26,780.77,787.12,791.21,787.00,789.69,766.95,753.51,760.57,766.03,764.75,764.75,763.16,756.65,755.50,753.51,783.28,793.03
35078401.00000,805.23,805.91,771.00,772.56,747.67,771.26,780.77,787.12,791.21,787.00,789.69,766.94,753.51,760.57,766.03,764.75,764.75,763.15,756.65,755.49,753.51,783.28,793.03
35164801.00000,805.23,805.91,771.00,772.56,747.67,771.26,780.77,787.12,791.21,787.00,789.69,766.94,753.51,760.57,766.02,764.74,764.74,763.15,756.64,755.49,753.51,783.28,793.02
35251201.00000,805.23,805.90,771.00,772.56,747.67,771.25,780.76,787.12,791.21,787.00,789.69,766.94,753.51,760.57,766.02,764.74,764.74,763.15,756.64,755.49,753.51,783.28,793.02
35337601.00000,805.23,805.90,771.00,772.56,747.67,771.25,780.76,787.11,791.21,787.00,789.69,766.93,753.50,760.57,766.02,764.74,764.74,763.15,756.64,755.49,753.50,783.28,793.02
35424001.00000,805.22,805.90,771.00,772.56,747.66,771.25,780.76,787.11,791.20,787.00,789.69,766.93,753.50,760.56,766.02,764.74,764.74,763.14,756.63,755.48,753.50,783.28,793.01
35510401.00000,805.22,805.90,771.00,772.55,747.66,771.24,780.76,787.11,791.20,787.00,789.69,766.93,753.50,760.56,766.02,764.74,764.74,763.14,756.63,755.48,753.50,783.28,793.01
35596801.00000,805.22,805.90,771.00,772.55,747.66,771.24,780.75,787.11,791.20,787.00,789.69,766.92,753.50,760.56,766.02,764.74,764.74,763.14,756.63,755.48,753.50,783.28,793.01
35683201.00000,805.22,805.90,771.00,772.55,747.66,771.24,780.75,787.10,791.20,786.99,789.69,766.92,753.49,760.56,766.02,764.74,764.74,763.14,756.63,755.47,753.49,783.28,793.00
35769601.00000,805.22,805.89,771.00,772.55,747.66,771.24,780.75,787.10,791.20,786.99,789.69,766.91,753.49,760.55,766.01,764.73,764.73,763.14,756.62,755.47,753.49,783.28,793.00
35856001.00000,805.21,805.89,771.00,772.55,747.65,771.23,780.75,787.10,791.19,786.99,789.69,766.91,753.49,760.55,766.01,764.73,764.73,763.13,756.62,755.47,753.49,783.28,793.00
35942401.00000,805.21,805.89,771.00,772.55,747.65,771.23,780.74,787.10,791.19,786.99,789.69,766.91,753.49,760.55,766.01,764.73,764.73,763.13,756.62,755.47,753.49,783.27,792.99
36028801.00000,805.21,805.89,771.00,772.55,747.65,771.23,780.74,787.10,791.19,786.99,789.69,766.90,753.48,760.55,766.01,764.73,764.73,763.13,756.61,755.46,753.48,783.27,792.99
36115201.00000,805.21,805.89,770.99,772.54,747.65,771.22,780.74,787.09,791.19,786.99,789.69,766.90,753.48,760.54,766.01,764.73,764.73,763.13,756.61,755.46,753.48,783.27,792.99
36201601.00000,805.20,805.89,770.99,772.54,747.65,771.22,780.74,787.09,791.19,786.99,789.69,766.90,753.48,760.54,766.01,764.73,764.73,763.13,756.61,755.46,753.48,783.27,792.99
36288001.00000,805.20,805.89,770.99,772.54,747.64,771.22,780.73,787.09,791.19,786.99,789.69,766.89,753.48,760.54,766.01,764.72,764.72,763.12,756.60,755.46,753.48,783.27,792.98
36374401.00000,805.20,805.88,770.99,772.54,747.64,771.22,780.73,787.09,791.18,786.99,789.69,766.89,753.48,760.54,766.00,764.72,764.72,763.12,756.60,755.45,753.48,783.27,792.98
36460801.00000,805.20,805.88,770.99,772.54,747.64,771.21,780.73,787.09,791.18,786.98,789.68,766.89,753.47,760.53,766.00,764.72,764.72,763.12,756.60,755.45,753.47,783.27,792.98
36547201.00000,805.20,805.88,770.99,772.54,747.64,771.21,780.73,787.08,791.18,786.98,789.68,766.88,753.47,760.53,766.00,764.72,764.72,763.12,756.60,755.45,753.47,783.27,792.97
36633601.00000,805.19,805.88,770.99,772.53,747.64,771.21,780.72,787.08,791.18,786.98,789.68,766.88,753.47,760.53,766.00,764.72,764.72,763.12,756.59,755.45,753.47,783.27,792.97
36720001.00000,805.19,805.88,770.99,772.53,747.63,771.21,780.72,787.08,791.18,786.98,789.68,766.87,753.47,760.53,766.00,764.72,764.72,763.11,756.59,755.44,753.47,783.27,792.97
36806401.00000,805.19,805.88,770.99,772.53,747.63,771.20,780.72,787.08,791.17,786.98,789.68,766.87,753.46,760.52,766.00,764.71,764.71,763.11,756.59,755.44,753.46,783.27,792.96
36892801.00000,805.19,805.88,770.99,772.53,747.63,771.20,780.72,787.08,791.17,786.98,789.68,766.87,753.46,760.52,766.00,764.71,764.71,763.11,756.58,755.44,753.46,783.26,792.96
36979201.00000,805.19,805.87,770.99,772.53,747.63,771.20,780.71,787.07,791.17,786.98,789.68,766.86,753.46,760.52,765.99,764.71,764.71,763.11,756.58,755.43,753.46,783.26,792.96
37065601.00000,805.18,805.87,770.99,772.53,747.63,771.19,780.71,787.07,791.17,786.98,789.68,766.86,753.46,760.52,765.99,764.71,764.71,763.11,756.58,755.43,753.46,783.26,792.95
37152001.00000,805.18,805.87,770.98,772.53,747.62,771.19,780.71,787.07,791.17,786.98,789.68,766.86,753.46,760.51,765.99,764.71,764.71,763.10,756.58,755.43,753.46,783.26,792.95
37238401.00000,805.18,805.87,770.98,772.52,747.62,771.19,780.71,787.07,791.16,786.98,789.68,766.85,753.45,760.51,765.99,764.71,764.71,763.10,756.57,755.43,753.45,783.26,792.95
37324801.00000,805.18,805.87,770.98,772.52,747.62,771.19,780.70,787.07,791.16,786.97,789.68,766.85,753.45,760.51,765.99,764.71,764.71,763.10,756.57,755.42,753.45,783.26,792.94
37411201.00000,805.18,805.87,770.98,772.52,747.62,771.18,780.70,787.07,791.16,786.97,789.68,766.84,753.45,760.51,765.99,764.70,764.70,763.10,756.57,755.42,753.45,783.26,792.94
37497601.00000,805.17,805.86,770.98,772.52,747.62,771.18,780.70,787.06,791.16,786.97,789.68,766.84,753.45,760.51,765.98,764.70,764.70,763.10,756.56,755.42,753.45,783.26,792.94
37584001.00000,805.17,805.86,770.98,772.52,747.61,771.18,780.70,787.06,791.16,786.97,789.68,766.84,753.44,760.50,765.98,764.70,764.70,763.09,756.56,755.42,753.44,783.26,792.93
37670401.00000,805.17,805.86,770.98,772.52,747.61,771.17,780.69,787.06,791.15,786.97,789.68,766.83,753.44,760.50,765.98,764.70,764.70,763.09,756.56,755.41,753.44,783.26,792.93
