1,31,40,910.88415527344,5e-07
1,31,41,887.53015136719,5e-07
1,31,42,916.62890625,5e-07
1,31,43,921.26110839844,5e-07
1,32,29,852.58471679688,5e-07
1,32,30,851.78369140625,5e-07
1,32,31,863.53015136719,5e-07
1,32,32,870.17462158203,5e-07
1,32,33,863.51507568359,5e-07
1,32,34,870.6650390625,5e-07
1,32,35,883.51208496094,5e-07
1,32,36,903.26806640625,5e-07
1,32,37,912.63128662109,5e-07
1,32,38,915.53265380859,5e-07
1,33,20,872.40313720703,5e-07
1,33,21,876.53326416016,5e-07
1,33,22,880.0,5e-07
1,33,23,883.10375976563,5e-07
1,33,24,885.79632568359,5e-07
1,33,25,887.79986572266,5e-07
1,33,26,890.57568359375,5e-07
1,33,27,892.38500976563,5e-07
1,33,28,893.8857421875,5e-07
1,34,18,867.46704101563,5e-07
