5,31,40,910.88415527344,5e-09
5,31,41,887.53015136719,5e-09
5,31,42,916.62890625,5e-09
5,31,43,921.26110839844,5e-09
5,32,29,852.58471679688,5e-09
5,32,30,851.78369140625,5e-09
5,32,31,863.53015136719,5e-09
5,32,32,870.17462158203,5e-09
5,32,33,863.51507568359,5e-09
5,32,34,870.6650390625,5e-09
5,32,35,883.51208496094,5e-09
5,32,36,903.26806640625,5e-09
5,32,37,912.63128662109,5e-09
5,32,38,915.53265380859,5e-09
5,32,39,919.45568847656,5e-09
5,32,40,924.06658935547,5e-09
5,32,41,927.17633056641,5e-09
5,33,20,872.40313720703,5e-09
5,33,21,876.53326416016,5e-09
5,33,22,880.0,5e-09
5,33,23,883.10375976563,5e-09
5,33,24,885.79632568359,5e-09
5,33,25,887.79986572266,5e-09
5,33,26,890.57568359375,5e-09
5,33,27,892.38500976563,5e-09
5,33,28,893.8857421875,5e-09
5,33,29,897.08740234375,5e-09
5,33,30,898.79327392578,5e-09
5,33,31,901.22882080078,5e-09
5,33,32,902.82171630859,5e-09
5,34,18,867.46704101563,5e-09
5,34,19,870.73571777344,5e-09
5,34,20,873.93835449219,5e-09
5,34,21,879.03143310547,5e-09
