time,N-A-1,N-QE3-1,N-VR-C,N-A-2,N-GR-1,N-GR-2,N-GR-3,N-GR-4,N-PC-1,N-SL-1,N-VH-1,N-VR-C2,S-ACE2-1,S-DCE2-1,S-LL-1,S-LL-2,S-M-1,S-PS-1,S-PS-2,S-VR-ES,NC-CR-1,NC-CR-2,S-T4-1,S-T4-2,S-T4-3,P-VH-1,A-LR-1,P-MS-2,P-MS-1,P-LZ-4,P-M-6,P-VR-1,P-GAL-S1,P-GAL-S2,P-GAL-S3,P-GAL-S4,P-GAL-S5,P-GAL-S6A,P-E3-S6,P-RN-S7,P-VR-S,P-E3-1,N-VR-3,N-VR-B,N-M-2,PAS-NE-1,PAS-NE-2,PAS-NE-3,PAS-NE-4,PAS-NE-5,PAS-NE-6,PAS-NE-10,PAS-NE-11,PAS-NE-7,PAS-NE-8,PAS-NE-9,P-M-1,P-VR-2,D-VR-Q,PAS-NE-12,PAS-NV-1,PAS-NV-2,PAS-NV-3,PAS-NV-4,PAS-NV-5,PAS-NV-6,PAS-NV-7,PAS-NV-8,N-QM-1,S-ML-1,N-VR-C2
23155201.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,786.00,786.00,786.00,775.71,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.57,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.47,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.25,-0.10000E+31,741.54,-0.10000E+31,785.08,791.79,795.78,792.51,-0.10000E+31,763.67,-0.10000E+31,734.62,785.08,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.61,-0.10000E+31,761.57,775.71,771.61,-0.10000E+31,754.52,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.41,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
23241601.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,786.00,786.00,786.00,775.71,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.57,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.25,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.66,-0.10000E+31,734.62,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.61,-0.10000E+31,761.57,775.71,771.61,-0.10000E+31,754.52,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.41,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
23328001.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,786.00,786.00,786.00,775.71,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.57,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.25,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.66,-0.10000E+31,734.62,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.61,-0.10000E+31,761.57,775.71,771.61,-0.10000E+31,754.52,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.41,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
23414401.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,786.00,786.00,786.00,775.71,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.57,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.25,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.66,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.61,-0.10000E+31,761.57,775.71,771.61,-0.10000E+31,754.52,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.41,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
23500801.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,786.00,786.00,786.00,775.71,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.57,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.25,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.66,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.60,-0.10000E+31,761.57,775.71,771.60,-0.10000E+31,754.52,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.41,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
23587201.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,786.00,786.00,786.00,775.71,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.57,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.25,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.66,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.60,-0.10000E+31,761.57,775.71,771.60,-0.10000E+31,754.52,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
23673601.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,786.00,786.00,786.00,775.71,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.56,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.25,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.66,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.60,-0.10000E+31,761.56,775.71,771.60,-0.10000E+31,754.52,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
23760001.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,786.00,786.00,786.00,775.71,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.56,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.25,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.66,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.60,-0.10000E+31,761.56,775.71,771.60,-0.10000E+31,754.52,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
23846401.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,786.00,786.00,786.00,775.71,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.56,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.25,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.66,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.60,-0.10000E+31,761.56,775.71,771.60,-0.10000E+31,754.52,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
23932801.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.56,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.66,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.60,-0.10000E+31,761.56,775.70,771.60,-0.10000E+31,754.51,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24019201.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.56,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.65,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.59,-0.10000E+31,761.56,775.70,771.59,-0.10000E+31,754.51,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24105601.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.56,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.65,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.59,-0.10000E+31,761.56,775.70,771.59,-0.10000E+31,754.51,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24192001.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.56,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.65,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.59,-0.10000E+31,761.56,775.70,771.59,-0.10000E+31,754.51,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24278401.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.55,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.65,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.59,-0.10000E+31,761.55,775.70,771.59,-0.10000E+31,754.51,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24364801.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.55,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.65,-0.10000E+31,734.61,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.59,-0.10000E+31,761.55,775.70,771.59,-0.10000E+31,754.51,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24451201.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.55,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.65,-0.10000E+31,734.60,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.59,-0.10000E+31,761.55,775.70,771.59,-0.10000E+31,754.51,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24537601.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.55,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.65,-0.10000E+31,734.60,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.58,-0.10000E+31,761.55,775.70,771.58,-0.10000E+31,754.51,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24624001.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.55,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.54,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.65,-0.10000E+31,734.60,785.07,741.54,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.52,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.58,-0.10000E+31,761.55,775.70,771.58,-0.10000E+31,754.50,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24710401.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.55,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.53,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.65,-0.10000E+31,734.60,785.07,741.53,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.52,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.58,-0.10000E+31,761.55,775.70,771.58,-0.10000E+31,754.50,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.40,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24796801.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.55,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.53,-0.10000E+31,785.07,791.79,795.78,792.51,-0.10000E+31,763.64,-0.10000E+31,734.60,785.07,741.53,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.52,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.58,-0.10000E+31,761.55,775.70,771.58,-0.10000E+31,754.50,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.39,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24883201.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.54,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.53,-0.10000E+31,785.07,791.79,795.77,792.51,-0.10000E+31,763.64,-0.10000E+31,734.60,785.07,741.53,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.52,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.58,-0.10000E+31,761.54,775.70,771.58,-0.10000E+31,754.50,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.39,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
24969601.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.54,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.53,-0.10000E+31,785.06,791.79,795.77,792.51,-0.10000E+31,763.64,-0.10000E+31,734.60,785.06,741.53,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.52,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.58,-0.10000E+31,761.54,775.70,771.58,-0.10000E+31,754.50,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.39,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
25056001.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.99,785.99,785.99,775.70,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.54,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.53,-0.10000E+31,785.06,791.79,795.77,792.50,-0.10000E+31,763.64,-0.10000E+31,734.60,785.06,741.53,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.52,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.57,-0.10000E+31,761.54,775.70,771.57,-0.10000E+31,754.50,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.39,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
25142401.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.98,785.98,785.98,775.69,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.54,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.53,-0.10000E+31,785.06,791.79,795.77,792.50,-0.10000E+31,763.64,-0.10000E+31,734.60,785.06,741.53,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.52,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.57,-0.10000E+31,761.54,775.69,771.57,-0.10000E+31,754.50,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.39,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
25228801.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.98,785.98,785.98,775.69,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.54,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.53,-0.10000E+31,785.06,791.79,795.77,792.50,-0.10000E+31,763.64,-0.10000E+31,734.60,785.06,741.53,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.52,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.57,-0.10000E+31,761.54,775.69,771.57,-0.10000E+31,754.50,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.39,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
25315201.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.98,785.98,785.98,775.69,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.54,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.53,-0.10000E+31,785.06,791.79,795.77,792.50,-0.10000E+31,763.64,-0.10000E+31,734.60,785.06,741.53,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.52,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.57,-0.10000E+31,761.54,775.69,771.57,-0.10000E+31,754.50,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.39,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
25401601.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.98,785.98,785.98,775.69,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.54,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.53,-0.10000E+31,785.06,791.79,795.77,792.50,-0.10000E+31,763.64,-0.10000E+31,734.60,785.06,741.53,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.52,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.57,-0.10000E+31,761.54,775.69,771.57,-0.10000E+31,754.49,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.39,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
25488001.00000,-0.10000E+31,755.56,724.93,-0.10000E+31,743.05,779.00,803.29,-0.10000E+31,-0.10000E+31,-0.10000E+31,672.67,775.37,785.98,785.98,785.98,775.69,-0.10000E+31,-0.10000E+31,-0.10000E+31,761.53,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,726.46,-0.10000E+31,-0.10000E+31,-0.10000E+31,770.24,-0.10000E+31,741.53,-0.10000E+31,785.06,791.79,795.77,792.50,-0.10000E+31,763.64,-0.10000E+31,734.60,785.06,741.53,660.83,-0.10000E+31,-0.10000E+31,-0.10000E+31,789.52,-0.10000E+31,-0.10000E+31,-0.10000E+31,771.57,-0.10000E+31,761.53,775.69,771.57,-0.10000E+31,754.49,724.93,672.67,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,821.39,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,-0.10000E+31,724.93
