0,31,40,910.88415527344,4.9999999999999996e-06
0,31,41,887.53015136719,4.9999999999999996e-06
0,31,42,916.62890625,4.9999999999999996e-06
0,31,43,921.26110839844,4.9999999999999996e-06
0,32,34,870.6650390625,4.9999999999999996e-06
0,32,35,883.51208496094,4.9999999999999996e-06
0,32,36,903.26806640625,4.9999999999999996e-06
0,32,37,912.63128662109,4.9999999999999996e-06
0,32,38,915.53265380859,4.9999999999999996e-06
0,33,20,872.40313720703,4.9999999999999996e-06
0,33,21,876.53326416016,4.9999999999999996e-06
0,33,22,880.0,4.9999999999999996e-06
0,33,23,883.10375976563,4.9999999999999996e-06
0,33,24,885.79632568359,4.9999999999999996e-06
0,33,25,887.79986572266,4.9999999999999996e-06
0,33,26,890.57568359375,4.9999999999999996e-06
0,33,27,892.38500976563,4.9999999999999996e-06
0,33,28,893.8857421875,4.9999999999999996e-06
0,34,18,867.46704101563,4.9999999999999996e-06
